Chromosome	Gene	-log10(pvalue)	Gene_start	Number_of_SNP
chr1	PRKCZ	2.868233816054058	1981908	796
chr1	C1orf86	1.5123922178110396	2115902	100
chr1	AL590822.2	1.2365652674370424	2121236	4
chr1	AL590822.1	1.7513059615845488	2143359	43
chr1	SKI	3.420076994374512	2160133	488
chr1	MORN1	2.4573376196234813	2252691	525
chr1	AL589739.1	1.552524119396299	2258580	5
chr1	RER1	1.4783664231316829	2323266	66
chr1	PEX10	2.1425884932880193	2336235	88
chr1	PLCH2	2.8838673178162146	2357418	523
chr1	PANK4	2.168753652091597	2439971	122
chr1	HES5	2.028976635108493	2460183	87
chr1	TNFRSF14	2.1179333347326863	2487077	159
chr1	FAM213B	2.09058091277467	2517929	65
chr1	MMEL1	2.023332785483155	2522077	267
chr1	TTC34	2.865357598488096	2567414	1161
chr1	ACTRT2	2.448384123458265	2938045	850
chr1	PRDM16	2.8791070453547403	2985731	2370
chr1	ARHGEF16	1.492087484891889	3370989	192
chr1	MEGF6	2.3095983434922798	3406483	792
chr1	TPRG1L	1.664149105265142	3541565	57
chr1	WRAP73	1.31630020878252	3547330	87
chr1	TP73	2.823682966509996	3569083	465
chr1	CCDC27	1.8752871552592667	3668961	126
chr1	SMIM1	1.0729331330985166	3689351	51
chr1	LRRC47	1.5889934522246076	3696783	167
chr1	CEP104	2.094978447141267	3728644	430
chr1	DFFB	1.8613531611403606	3773844	229
chr1	C1orf174	3.283705275722993	3805688	2035
chr1	AJAP1	3.096181552427226	4714791	7701
chr1	NPHP4	3.7110491351920767	5922870	3494
chr1	KCNAB2	2.679461156157067	6051525	542
chr1	AL035406.1	1.5644008694815452	6100629	5
chr1	CHD5	2.6983624172731284	6161852	450
chr1	RPL22	1.506646526879516	6241328	85
chr1	RNF207	1.426850956006978	6265534	65
chr1	ICMT	2.1114049508608512	6281252	78
chr1	HES3	0.7587250383131416	6304251	20
chr1	GPR153	1.3644408613817733	6307405	68
chr1	ACOT7	1.7919296722936755	6324328	774
chr1	HES2	1.3769079112909053	6472477	111
chr1	ESPN	1.6008491307104251	6484847	164
chr1	TNFRSF25	1.2531168146821439	6521210	21
chr1	PLEKHG5	1.5897611193401717	6526151	259
chr1	NOL9	1.4039573959697311	6581406	201
chr1	TAS1R1	2.009488438704964	6615240	99
chr1	ZBTB48	1.0248086135967867	6640060	28
chr1	KLHL21	2.735137333679855	6650783	107
chr1	PHF13	0.8665121881039756	6673744	38
chr1	THAP3	1.3529428729532378	6684925	42
chr1	DNAJC11	2.168888183758161	6694227	501
chr1	CAMTA1	4.130807016369181	6845383	4702
chr1	VAMP3	1.763482891855095	7831328	60
chr1	PER3	2.426099619397479	7844379	348
chr1	UTS2	3.1560518797091124	7903142	311
chr1	TNFRSF9	3.0587346047437927	7979906	296
chr1	PARK7	2.5674283266296754	8014350	163
chr1	ERRFI1	2.437496583513531	8064463	717
chr1	SLC45A1	3.8677467160395262	8377885	893
chr1	RERE	6.600805824338907	8412456	1449
chr1	ENO1	3.9647023714728036	8921060	297
chr1	CA6	3.2120594456420273	9005925	461
chr1	SLC2A7	3.3679174357708592	9063358	188
chr1	SLC2A5	2.463700443786837	9095165	403
chr1	GPR157	2.6622972027438876	9160363	382
chr1	H6PD	3.327167235686945	9294833	615
chr1	SPSB1	3.2550619233415334	9352938	1130
chr1	SLC25A33	3.377575618011964	9599540	444
chr1	TMEM201	2.047528675914163	9648931	131
chr1	PIK3CD	1.8436871400614434	9711789	420
chr1	C1orf200	0.8079401705304453	9712667	10
chr1	CLSTN1	2.293202021372103	9789083	381
chr1	CTNNBIP1	2.5897796951349177	9908333	275
chr1	LZIC	1.2941995556937045	9982172	109
chr1	NMNAT1	2.0422486104560806	10003485	186
chr1	RBP7	2.9189769135486663	10057263	123
chr1	UBE4B	3.580768128149393	10092889	726
chr1	KIF1B	3.6488436281954026	10270862	975
chr1	PGD	3.6548694640017514	10458648	156
chr1	APITD1	3.3377815948125824	10490158	35
chr1	APITD1-CORT	3.874782318788438	10490158	108
chr1	CORT	3.046073192603164	10509775	5
chr1	DFFA	4.084777507122432	10516578	70
chr1	PEX14	5.5852705935820985	10532344	671
chr1	CASZ1	3.599964805299813	10696660	1068
chr1	C1orf127	2.511766660017852	11006527	632
chr1	TARDBP	4.03813581942002	11072413	92
chr1	MASP2	2.7223243288284937	11086579	100
chr1	SRM	1.4200655693907058	11114640	33
chr1	EXOSC10	2.045646518372253	11126674	169
chr1	MTOR	2.760665478351769	11166591	535
chr1	ANGPTL7	1.0760553529850534	11249397	24
chr1	UBIAD1	2.5367806149601217	11333262	445
chr1	PTCHD2	2.698071943930655	11539222	1007
chr1	FBXO2	2.6080086888731437	11708423	295
chr1	FBXO44	1.803586137644614	11714431	37
chr1	FBXO6	1.8202902600704145	11724180	63
chr1	MAD2L2	2.472569894766775	11734536	79
chr1	DRAXIN	1.6972189893026817	11751785	171
chr1	AGTRAP	1.122008758344362	11796140	108
chr1	C1orf167	5.282107414658269	11821843	179
chr1	MTHFR	5.088665512231721	11845779	107
chr1	CLCN6	3.7782415930318405	11866206	260
chr1	NPPA	3.3918014152342004	11905765	51
chr1	NPPB	2.71190734545813	11917520	233
chr1	KIAA2013	2.0363665634587647	11979647	286
chr1	PLOD1	2.2116138289206577	11994261	207
chr1	MFN2	3.1320107294984227	12040237	164
chr1	MIIP	2.888119426459758	12079522	90
chr1	TNFRSF8	3.944648430553178	12123433	405
chr1	TNFRSF1B	2.13425483326635	12227059	284
chr1	VPS13D	2.7442355731868817	12290123	1156
chr1	DHRS3	2.187057245956424	12627938	519
chr1	AADACL4	1.7501806175552617	12704565	256
chr1	AADACL3	2.414259607226593	12776117	169
chr1	C1orf158	1.922857477522114	12806162	134
chr1	PRAMEF12	1.560861597700989	12834983	49
chr1	PRAMEF1	1.6002570737571384	12851545	241
chr1	PRAMEF11	0.7564485465660937	12884467	47
chr1	HNRNPCL1	0.8310872773165023	12907260	84
chr1	PRAMEF2	1.289374984939203	12916940	67
chr1	PRAMEF4	1.4266722798318838	12939044	6
chr1	PRAMEF6	0.9241356452041563	12998180	17
chr1	PRAMEF26	1.1515620819906127	13216355	79
chr1	PRAMEF18	0.01030373675543351	13474688	4
chr1	PRAMEF16	0.33184154169182234	13495253	1
chr1	PRAMEF19	0.21724796928337203	13694888	3
chr1	PRAMEF20	1.9629162916679626	13736906	1
chr1	LRRC38	3.3922566152167066	13801444	598
chr1	PDPN	3.1760552141095277	13909959	650
chr1	PRDM2	2.5018728537137345	14026692	3386
chr1	KAZN	3.099317780748041	14925199	4965
chr1	TMEM51	3.674469969854764	15479027	686
chr1	C1orf195	1.6639407221336506	15490839	38
chr1	FHAD1	2.244930478223304	15573767	841
chr1	EFHD2	1.585519688986384	15736390	138
chr1	CTRC	1.8923593424221439	15764934	74
chr1	CELA2A	1.8668444618020097	15783222	77
chr1	CELA2B	1.8081551132175548	15792403	134
chr1	CASP9	2.096980048640038	15817326	216
chr1	DNAJC16	3.5790842510112206	15853307	368
chr1	AGMAT	1.75639401747311	15898847	89
chr1	DDI2	2.27342763274154	15943994	288
chr1	RSC1A1	0.9864381505328137	15986363	5
chr1	PLEKHM2	1.8722636653358993	16010826	291
chr1	SLC25A34	1.6450391821632413	16062899	16
chr1	TMEM82	2.6143722802901355	16068916	59
chr1	FBLIM1	2.1206746992151926	16083101	393
chr1	SPEN	2.9391888802086545	16174358	569
chr1	ZBTB17	2.5361338754211595	16268363	207
chr1	C1orf64	2.337422532388001	16330730	175
chr1	HSPB7	1.4614740211053905	16340522	75
chr1	CLCNKA	2.1444935644405425	16345369	178
chr1	CLCNKB	2.390996077642371	16370271	243
chr1	FAM131C	2.416634570573291	16384263	253
chr1	EPHA2	2.449533156315996	16450831	343
chr1	ARHGEF19	2.107295586214787	16524348	259
chr1	C1orf134	1.2464858822108025	16555367	39
chr1	RSG1	1.6294425024990642	16558194	35
chr1	FBXO42	2.069457450905403	16573333	413
chr1	SZRD1	1.638918421592276	16679069	157
chr1	SPATA21	2.1952977813828327	16713611	241
chr1	NECAP2	2.0618306536096798	16767166	306
chr1	AL355149.2	1.66166903165501	16865560	162
chr1	NBPF1	1.688237664988247	16888813	7
chr1	AL137798.1	0.9111766746862328	16999497	8
chr1	AL021920.2	0.569526647438892	17060446	3
chr1	CROCC	2.6068250584626163	17066767	196
chr1	MFAP2	1.45850437827101	17300996	39
chr1	ATP13A2	1.551821026532973	17312452	103
chr1	SDHB	1.4695889709528664	17345216	213
chr1	PADI2	2.5756166183140032	17393255	608
chr1	PADI1	2.5124204809670814	17531620	522
chr1	PADI3	2.492735278845822	17575592	343
chr1	PADI4	2.58645549024461	17634689	478
chr1	AC004824.2	2.2949791919075646	17655506	186
chr1	RCC2	2.395165065265555	17733255	623
chr1	ARHGEF10L	3.1890353116263728	17866329	968
chr1	ACTL8	3.0905316942669554	18081807	1187
chr1	IGSF21	3.181409267503574	18434239	2388
chr1	KLHDC7A	3.4837899730302784	18807423	804
chr1	PAX7	2.8201926477399972	18957499	1238
chr1	TAS1R2	2.5546636163885728	19166092	442
chr1	RP13-279N23.2	3.120514176396177	19175766	187
chr1	ALDH4A1	2.2717071046506336	19197925	215
chr1	IFFO2	2.3172819607980792	19230774	731
chr1	UBR4	2.592593797754327	19400999	823
chr1	EMC1	1.4242650116184785	19542157	178
chr1	MRTO4	1.5586867086992044	19578032	139
chr1	AKR7A3	1.8582430366450688	19609051	170
chr1	AKR7A2	2.707323132814884	19630458	68
chr1	PQLC2	1.720609139655032	19638819	166
chr1	CAPZB	3.3703580237769883	19665266	1230
chr1	MINOS1-NBL1	2.774543393351842	19923472	386
chr1	MINOS1	1.6829065580109208	19923476	121
chr1	NBL1	2.6495096974297607	19967047	124
chr1	HTR6	2.536592318862311	19991779	93
chr1	TMCO4	2.086689585344246	20008705	578
chr1	RNF186	2.5015061161294456	20140522	263
chr1	OTUD3	1.9601696335991017	20209005	324
chr1	PLA2G2E	1.8714811874996646	20246501	195
chr1	PLA2G2A	2.148449976757994	20301924	292
chr1	PLA2G5	2.0514515828560294	20354671	462
chr1	PLA2G2D	1.3701705819823022	20438431	121
chr1	PLA2G2F	1.4295224427034383	20465818	98
chr1	PLA2G2C	1.3892525610049147	20487745	108
chr1	UBXN10	2.215375576153392	20512577	240
chr1	VWA5B1	2.4982056626252174	20617411	926
chr1	CAMK2N1	2.22522691256018	20808883	281
chr1	MUL1	2.1580908129743546	20825942	166
chr1	FAM43B	2.0879555248813824	20878931	267
chr1	CDA	2.5474760439022104	20915440	412
chr1	PINK1	1.8964015060220623	20959947	145
chr1	DDOST	1.6252461566261844	20978269	56
chr1	KIF17	2.343147949855081	20990506	305
chr1	SH2D5	1.9447822649363584	21046224	78
chr1	HP1BP3	1.1997181213548531	21069153	220
chr1	EIF4G3	2.2727402309741094	21132962	1406
chr1	ECE1	3.1707567109083836	21543739	921
chr1	NBPF3	2.5131205808324073	21766620	630
chr1	ALPL	1.7961678327877324	21835857	579
chr1	RAP1GAP	2.3373734206129444	21922707	501
chr1	USP48	2.3964366974182676	22004790	672
chr1	LDLRAD2	1.9947379576479307	22138757	139
chr1	HSPG2	2.0315754282835616	22148737	718
chr1	CELA3B	2.3188908806232895	22303513	452
chr1	CELA3A	1.5911480430107559	22328148	217
chr1	CDC42	2.5975236734766396	22379119	413
chr1	WNT4	2.529785088486167	22443797	1230
chr1	ZBTB40	3.028627188212262	22778343	1107
chr1	EPHA8	2.3574227163325943	22890056	423
chr1	C1QA	2.0977490112521187	22962998	95
chr1	C1QC	2.2616214291468535	22970122	55
chr1	C1QB	2.2373979508485777	22979254	159
chr1	EPHB2	3.0672802386228994	23037331	935
chr1	LACTBL1	2.4973585170987302	23279535	244
chr1	C1orf234	1.219101137200899	23337326	92
chr1	KDM1A	2.9898569945281754	23345940	152
chr1	LUZP1	3.8341564464154354	23410515	341
chr1	HTR1D	1.5153898577743	23516992	305
chr1	HNRNPR	3.013092625857832	23630263	293
chr1	ZNF436	1.143115298938459	23685940	76
chr1	C1orf213	1.6522466319807236	23695489	21
chr1	TCEA3	3.3287641937794543	23707553	200
chr1	ASAP3	2.217874376682937	23755055	312
chr1	E2F2	3.514714505978458	23832921	207
chr1	ID3	3.6059547848075333	23884408	102
chr1	MDS2	2.600127344544505	23907984	368
chr1	RPL11	2.6343379578086985	24018268	197
chr1	TCEB3	2.6525138619234268	24069644	114
chr1	PITHD1	2.0822724111245132	24104894	43
chr1	LYPLA2	1.858741546448485	24117459	10
chr1	GALE	0.7865088061696659	24122088	6
chr1	HMGCL	2.6344427581495715	24128374	101
chr1	FUCA1	1.5934240556107366	24171566	102
chr1	CNR2	3.2413530020792254	24197015	321
chr1	PNRC2	1.703775908368666	24285598	6
chr1	SRSF10	4.288055336395267	24291293	26
chr1	MYOM3	3.5864236499203264	24382524	414
chr1	IL22RA1	1.9766281772450638	24446260	161
chr1	IFNLR1	2.8838008443404703	24480646	534
chr1	GRHL3	2.016627689297732	24645811	462
chr1	STPG1	1.2439034821430708	24683488	247
chr1	NIPAL3	1.3934670882593645	24742283	313
chr1	RCAN3	1.675740186237049	24829386	275
chr1	NCMAP	2.061233177534548	24882601	461
chr1	SRRM1	2.5852421823792704	24958206	289
chr1	CLIC4	2.6378475183581434	25071847	548
chr1	RUNX3	4.505033255649995	25226001	1190
chr1	SYF2	3.0277684565377476	25549169	626
chr1	C1orf63	3.0403214736938677	25568727	99
chr1	RHD	1.8038072286001752	25598883	77
chr1	TMEM50A	1.7487682844645793	25664407	75
chr1	RHCE	1.9042554586339546	25688739	195
chr1	TMEM57	1.7733511266622708	25757387	247
chr1	LDLRAP1	2.1646246441251837	25870070	242
chr1	MAN1C1	2.6529531003144626	25943958	632
chr1	SEPN1	2.606017891170302	26126666	81
chr1	RP1-317E23.6	1.6316554609851495	26137960	32
chr1	AL020996.1	1.7122743902061905	26145211	8
chr1	MTFR1L	3.545283161442876	26145130	37
chr1	AUNIP	3.835620373463029	26158413	109
chr1	PAQR7	1.450799264764614	26187700	43
chr1	STMN1	3.1927579827639234	26210671	129
chr1	PAFAH2	3.463317851620535	26286257	303
chr1	EXTL1	1.7829742807099114	26346374	85
chr1	SLC30A2	4.015936481695916	26363742	41
chr1	TRIM63	2.2755094944760623	26377794	173
chr1	PDIK1L	2.873758165399201	26437663	199
chr1	FAM110D	4.1259776525434795	26485510	98
chr1	ZNF593	1.9415322184657158	26496361	42
chr1	CNKSR1	3.493551794889954	26503893	60
chr1	CATSPER4	2.3862596310197732	26517051	154
chr1	CEP85	3.300425010732804	26560690	310
chr1	SH3BGRL3	2.1216643706009095	26605666	8
chr1	UBXN11	2.7780565845047946	26607818	195
chr1	CD52	1.6941458281165864	26644447	21
chr1	AIM1L	4.135576142575476	26648349	178
chr1	ZNF683	2.8569289638138056	26688124	200
chr1	LIN28A	3.7975389293706003	26737268	194
chr1	DHDDS	2.640232796395474	26758772	130
chr1	HMGN2	4.209133116276092	26798940	115
chr1	RPS6KA1	2.6783560093179264	26856251	421
chr1	ARID1A	2.043507890968576	27022523	357
chr1	PIGV	2.4483158389291244	27113962	55
chr1	ZDHHC18	2.3949968017957124	27153200	137
chr1	SFN	1.371652968614852	27189632	26
chr1	GPN2	1.3785733957149793	27202623	52
chr1	GPATCH3	1.7492751226474146	27216978	25
chr1	NUDC	1.7261564349035532	27226728	131
chr1	NR0B2	1.059439191401699	27237979	9
chr1	C1orf172	2.478973120384329	27276052	66
chr1	TRNP1	1.1617706929965397	27320197	63
chr1	FAM46B	1.8976074616234866	27331510	198
chr1	SLC9A1	2.9039698897856296	27425305	441
chr1	WDTC1	2.691252090440376	27561006	329
chr1	TMEM222	1.8451896858189107	27648650	80
chr1	SYTL1	1.9602290730684209	27668512	62
chr1	MAP3K6	2.898118947633148	27681674	52
chr1	FCN3	1.3905539378108747	27695602	30
chr1	CD164L2	0.9666727651228271	27705665	22
chr1	GPR3	1.5566415564977252	27719147	28
chr1	WASF2	2.5047068766334224	27730729	324
chr1	AHDC1	2.2161892896735544	27860545	227
chr1	FGR	2.9271584529823915	27938574	131
chr1	IFI6	2.8642791428913292	27992571	173
chr1	FAM76A	3.313230603247352	28052489	231
chr1	STX12	2.491890639059055	28099693	144
chr1	PPP1R8	1.608156649534706	28157288	99
chr1	THEMIS2	3.3643695025319316	28199054	117
chr1	RPA2	2.2939166313019483	28218034	191
chr1	SMPDL3B	2.6035565398875726	28261503	208
chr1	XKR8	1.1708152723413212	28285972	43
chr1	EYA3	2.468371660270519	28296854	715
chr1	PTAFR	3.8693317927084565	28473676	251
chr1	DNAJC8	3.0037353154919013	28525966	182
chr1	AL353354.2	1.0990792939843423	28527069	1
chr1	ATPIF1	2.556180220657415	28562619	112
chr1	SESN2	3.319673553370725	28586037	238
chr1	MED18	2.9696188969084907	28655512	179
chr1	PHACTR4	3.331206075491647	28696113	761
chr1	RCC1	3.7365320015758745	28832454	202
chr1	TRNAU1AP	3.224792362123917	28879596	126
chr1	TAF12	2.997946307570793	28915834	204
chr1	RAB42	1.3097516305185795	28918711	13
chr1	GMEB1	2.2490082106121014	28995243	233
chr1	YTHDF2	1.4920942277678704	29063132	240
chr1	OPRD1	3.0267155514129502	29138653	419
chr1	EPB41	2.751274118311308	29213602	883
chr1	TMEM200B	2.5024014452536	29445939	81
chr1	SRSF4	3.1256620045521433	29474254	204
chr1	MECR	2.3818043728743095	29519384	199
chr1	PTPRU	3.7446068742926957	29563027	3733
chr1	MATN1	2.724299452431436	31184123	4236
chr1	LAPTM5	2.9460691778272223	31205315	314
chr1	SDC3	1.926985887338389	31342313	560
chr1	PUM1	3.9610581104686333	31404352	987
chr1	NKAIN1	3.127739975326573	31652591	698
chr1	SNRNP40	2.547217212099279	31732416	218
chr1	ZCCHC17	2.6729661417049444	31769841	255
chr1	FABP3	2.8013181754568492	31838471	133
chr1	SERINC2	3.7957606027803017	31882411	611
chr1	AC114494.1	1.4851030927798727	31902191	4
chr1	TINAGL1	2.1031564446431847	32042115	519
chr1	HCRTR1	1.6508487957849685	32083286	102
chr1	PEF1	2.1725047222748803	32095462	53
chr1	COL16A1	2.0674080380740985	32117847	262
chr1	BAI2	1.4433803388237598	32192717	238
chr1	SPOCD1	1.759261101289625	32256022	363
chr1	PTP4A2	2.4089376201304007	32372021	407
chr1	AL136115.1	0.5780441739975741	32379173	3
chr1	KHDRBS1	2.959255291590306	32479429	237
chr1	TMEM39B	1.5903390296733415	32537631	116
chr1	KPNA6	2.816402778982198	32573638	211
chr1	TXLNA	2.1598794711399343	32645286	79
chr1	CCDC28B	1.5084898308549575	32665986	17
chr1	IQCC	1.1309884177149316	32671235	12
chr1	DCDC2B	2.2139282267367837	32674694	23
chr1	TMEM234	1.228651410032367	32680072	26
chr1	EIF3I	1.4812518674660349	32687528	53
chr1	FAM167B	1.0412608099483083	32712833	43
chr1	LCK	1.7039032738949387	32716839	110
chr1	HDAC1	1.7739571736381547	32757686	100
chr1	MARCKSL1	1.2318956615843593	32799432	18
chr1	TSSK3	1.7094134060724928	32817121	36
chr1	FAM229A	2.254122973695463	32826870	3
chr1	BSDC1	2.457605347903599	32830703	150
chr1	RP1-27O5.3	2.922897477013913	32930657	283
chr1	ZBTB8B	3.0880603000694102	32930669	70
chr1	ZBTB8A	1.5316068790463526	33005027	242
chr1	ZBTB8OS	1.876674402391001	33065772	229
chr1	RBBP4	2.2964223398976547	33116742	149
chr1	SYNC	2.949430788811516	33145506	178
chr1	KIAA1522	2.4300680704156665	33207485	190
chr1	YARS	2.060372935927432	33240839	142
chr1	S100PBP	2.1668452353884384	33282367	170
chr1	FNDC5	1.6203283423312183	33327868	58
chr1	HPCA	1.0950124973934638	33351594	56
chr1	TMEM54	1.8639424755612009	33360194	78
chr1	RNF19B	1.687647014155402	33402045	201
chr1	FKSG48	1.1677932825399466	33439267	89
chr1	AK2	1.676001678569024	33473584	318
chr1	ADC	2.455894732003695	33546704	175
chr1	TRIM62	2.3545384297611567	33611002	365
chr1	ZNF362	2.6044831533307904	33722145	300
chr1	A3GALT2	1.8360637907730206	33772366	80
chr1	PHC2	2.2061286290345143	33789223	650
chr1	ZSCAN20	2.9045900219144425	33938245	202
chr1	CSMD2	3.0269077230437333	33979608	2975
chr1	HMGB4	1.2956624163455053	34326075	17
chr1	C1orf94	2.8570914430451455	34632483	1645
chr1	SMIM12	2.309881036246145	35178337	2044
chr1	GJB5	1.2047214625390334	35220647	20
chr1	GJB4	1.6843717699373604	35225341	33
chr1	GJB3	0.6570209890955094	35246789	20
chr1	GJA4	0.4554830032038478	35258598	15
chr1	DLGAP3	2.593272517243997	35331036	244
chr1	ZMYM6	1.699543651742768	35449522	243
chr1	ZMYM6NB	0.786421153887026	35447135	12
chr1	ZMYM1	2.4281025879441978	35525386	284
chr1	SFPQ	1.6798703379193372	35641978	349
chr1	ZMYM4	2.7227071681314827	35734567	581
chr1	KIAA0319L	3.2097810058068887	35899090	370
chr1	NCDN	3.4312586776093266	36023073	31
chr1	TFAP2E	3.3412895226595865	36038970	72
chr1	PSMB2	2.369881428352476	36067184	221
chr1	C1orf216	2.231677931503575	36179475	131
chr1	CLSPN	1.6472773625379817	36185818	171
chr1	AGO4	2.1000728514439375	36273772	183
chr1	AGO1	1.6862782715677564	36335408	174
chr1	AGO3	2.581499840715899	36396318	308
chr1	TEKT2	0.8036773240259124	36549675	25
chr1	ADPRHL2	1.2480991605199043	36554475	15
chr1	COL8A2	1.3876230877353581	36560836	127
chr1	TRAPPC3	1.4135950022556092	36602172	71
chr1	MAP7D1	0.9909189643884624	36621179	136
chr1	THRAP3	1.7631932774040835	36690016	263
chr1	SH3D21	1.3662922434026352	36771987	42
chr1	EVA1B	1.2447961521582949	36787631	3
chr1	RP11-268J15.5	1.442023868944166	36789334	41
chr1	STK40	2.0854019482195687	36805224	130
chr1	LSM10	1.4830272468062211	36856838	134
chr1	OSCP1	1.2317149527262343	36881427	304
chr1	MRPS15	1.3075655479644395	36921318	68
chr1	CSF3R	3.6801592820742814	36931643	764
chr1	GRIK3	3.39450855975608	37261127	2483
chr1	ZC3H12A	2.3252196657526816	37940152	1284
chr1	MEAF6	1.581089135267771	37958175	179
chr1	SNIP1	1.0567192214369898	38000049	121
chr1	DNALI1	1.4748268681812307	38022519	51
chr1	GNL2	1.8760373505718522	38032416	148
chr1	RSPO1	3.2821980637689268	38076950	260
chr1	C1orf109	4.86237374850798	38147241	172
chr1	CDCA8	5.323588087399255	38158089	102
chr1	EPHA10	5.3533718319259656	38179551	396
chr1	MANEAL	1.7076110016980686	38259473	93
chr1	YRDC	1.7344770212413718	38268615	14
chr1	C1orf122	0.6969206343846982	38272650	5
chr1	MTF1	1.6552777093237427	38275238	155
chr1	AL929472.1	0.6371727147271221	38292231	6
chr1	INPP5B	2.650400029021994	38326368	417
chr1	SF3A3	1.8838739657234198	38422646	222
chr1	FHL3	1.6338591923282868	38462441	53
chr1	UTP11L	2.2552971737304737	38474929	94
chr1	POU3F1	2.4753611562944835	38509522	1750
chr1	RRAGC	3.7735470323203826	39303869	1657
chr1	MYCBP	2.171619198332892	39328635	11
chr1	GJA9	1.09644882008641	39330174	83
chr1	RHBDL2	2.6371614140978923	39351478	440
chr1	AKIRIN1	2.338305602487957	39456894	267
chr1	NDUFS5	2.32324605049169	39491989	259
chr1	MACF1	2.673084783515615	39546987	1639
chr1	KIAA0754	1.6940255856036974	39876150	26
chr1	BMP8A	2.1696487506425983	39957317	270
chr1	PABPC4	2.500966224591304	40026487	256
chr1	HEYL	2.905780506615323	40089824	238
chr1	NT5C1A	2.05399109880342	40124792	103
chr1	HPCAL4	1.7602026818161831	40144319	115
chr1	PPIE	3.0249590025269475	40157853	305
chr1	BMP8B	2.379007656988186	40222853	351
chr1	OXCT2	2.0666397795903375	40235194	3
chr1	TRIT1	2.008597583374519	40306722	388
chr1	MYCL	1.8918342777567494	40361097	176
chr1	MFSD2A	2.2636481247702664	40420801	277
chr1	CAP1	2.3358170021873033	40505904	385
chr1	PPT1	1.656644588368412	40538378	304
chr1	RLF	3.057500851559782	40627044	486
chr1	TMCO2	1.3472886615938342	40711618	57
chr1	ZMPSTE24	1.4499356087666195	40723778	139
chr1	COL9A2	1.2898750157535812	40766158	179
chr1	SMAP2	3.5524791741302257	40810521	434
chr1	ZFP69B	3.5235002308576293	40915773	214
chr1	ZFP69	3.8018737362726895	40942886	160
chr1	EXO5	1.7323426029460811	40974412	127
chr1	ZNF684	1.7708866697246761	40997232	383
chr1	RIMS3	3.296508290638788	41086350	440
chr1	NFYC	2.173448383413683	41157319	415
chr1	KCNQ4	2.71838720221866	41249683	340
chr1	CITED4	3.092774113969136	41326728	449
chr1	CTPS1	3.9440753213074875	41445006	518
chr1	SLFNL1	2.061162175575492	41481268	60
chr1	SCMH1	3.253623496629346	41492871	1152
chr1	FOXO6	2.687837458926827	41827593	651
chr1	EDN2	3.2971870392206997	41944445	355
chr1	HIVEP3	3.779698353944606	41972035	2557
chr1	GUCA2B	2.296212691450924	42619091	313
