Chromosome	Gene	Score	Gene_start	Number_of_SNP
chr1	TNFRSF9	0.051974420232360985	7979906	296
chr1	PARK7	0.05443553557557252	8014350	163
chr1	ERRFI1	0.04064176224885958	8064463	717
chr1	SLC45A1	0.044980970772638774	8377885	893
chr1	RERE	0.09016813043894024	8412456	1449
chr1	ENO1	0.07176738463386552	8921060	297
chr1	CA6	0.047673154473321246	9005925	461
chr1	SLC2A7	0.046184311611992844	9063358	188
chr1	SLC2A5	0.035654410671671244	9095165	403
chr1	GPR157	0.04303708902711797	9160363	382
chr1	H6PD	0.04974203378107794	9294833	615
chr1	SPSB1	0.049390273785617236	9352938	1130
chr1	SLC25A33	0.04482625510506088	9599540	444
chr1	TMEM201	0.051613509594365024	9648931	131
chr1	PIK3CD	0.04350597177295257	9711789	420
chr1	C1orf200	0.03982665655875631	9712667	10
chr1	CLSTN1	0.062074393725254334	9789083	381
chr1	CTNNBIP1	0.050146087344596836	9908333	275
chr1	LZIC	0.04186325903919155	9982172	109
chr1	NMNAT1	0.04656329622663114	10003485	186
chr1	RBP7	0.05086051478208163	10057263	123
chr1	UBE4B	0.05338383677106902	10092889	726
chr1	KIF1B	0.0827407886033328	10270862	975
chr1	PGD	0.07650210253503052	10458648	156
chr1	APITD1	0.06775524730217262	10490158	35
chr1	APITD1-CORT	0.06164742628866187	10490158	108
chr1	CORT	0.07948102600807885	10509775	5
chr1	DFFA	0.07786060486001606	10516578	70
chr1	PEX14	0.07371517024368217	10532344	671
chr1	CASZ1	0.04222023145211591	10696660	1068
chr1	C1orf127	0.04489524295062439	11006527	632
chr1	TARDBP	0.057366134690612886	11072413	92
chr1	MASP2	0.04674932231412678	11086579	100
chr1	SRM	0.032239565114829526	11114640	33
chr1	EXOSC10	0.028870120833258878	11126674	169
chr1	MTOR	0.026542285598677978	11166591	535
chr1	ANGPTL7	0.03462594249411451	11249397	24
chr1	UBIAD1	0.0506149092879677	11333262	445
chr1	PTCHD2	0.03628132705903398	11539222	1007
chr1	FBXO2	0.03595036962945832	11708423	295
chr1	FBXO44	0.05139363668784706	11714431	37
chr1	FBXO6	0.058066116588738816	11724180	63
chr1	MAD2L2	0.048030454196157354	11734536	79
chr1	DRAXIN	0.03247438177149298	11751785	171
chr1	AGTRAP	0.030366663100998885	11796140	108
chr1	C1orf167	0.08982200351437256	11821843	179
chr1	MTHFR	0.06296751476264731	11845779	107
chr1	CLCN6	0.058964065856835536	11866206	260
chr1	NPPA	0.06771428593054984	11905765	51
chr1	NPPB	0.05065557351020367	11917520	233
chr1	KIAA2013	0.043127881450557445	11979647	286
chr1	PLOD1	0.05127531532656386	11994261	207
chr1	MFN2	0.060988935587923274	12040237	164
chr1	MIIP	0.05846149910992896	12079522	90
chr1	TNFRSF8	0.05450135339004002	12123433	405
chr1	TNFRSF1B	0.04137467837675656	12227059	284
chr1	VPS13D	0.05175131023453453	12290123	1156
chr1	DHRS3	0.04292455267724335	12627938	519
chr1	AADACL4	0.07677240897441309	12704565	256
chr1	AADACL3	0.04349573789865589	12776117	169
chr1	C1orf158	0.04278381482639114	12806162	134
chr1	PRAMEF12	0.034034183767160595	12834983	49
chr1	PRAMEF1	0.031296459402670056	12851545	241
chr1	PRAMEF11	0.02546537253434324	12884467	47
chr1	HNRNPCL1	0.006262854045207991	12907260	84
chr1	PRAMEF2	0.02444654881056049	12916940	67
chr1	PRAMEF4	0.08645227320008995	12939044	6
chr1	PRAMEF6	0.04445096604180144	12998180	17
chr1	PRAMEF26	0.033061781871484085	13216355	79
chr1	PRAMEF18	0.0004502203064282046	13474688	4
chr1	PRAMEF16	0.024301409038498874	13495253	1
chr1	PRAMEF19	0.010964651410342413	13694888	3
chr1	PRAMEF20	0.11681784957988124	13736906	1
chr1	LRRC38	0.04283673337626571	13801444	598
chr1	PDPN	0.045233374740851255	13909959	650
chr1	PRDM2	0.04091173109026067	14026692	3386
chr1	KAZN	0.038541003008549055	14925199	4965
chr1	TMEM51	0.04679336543336617	15479027	686
chr1	C1orf195	0.039322530895369696	15490839	38
chr1	FHAD1	0.04888929600833624	15573767	841
chr1	EFHD2	0.0409311412385714	15736390	138
chr1	CTRC	0.05473561098028932	15764934	74
chr1	CELA2A	0.042540241780760435	15783222	77
chr1	CELA2B	0.03873385026705188	15792403	134
chr1	CASP9	0.03512441545356826	15817326	216
chr1	DNAJC16	0.04367480233971555	15853307	368
chr1	AGMAT	0.036097080169700035	15898847	89
chr1	DDI2	0.05730447004656558	15943994	288
chr1	RSC1A1	0.04882105328201571	15986363	5
chr1	PLEKHM2	0.05431008291866954	16010826	291
chr1	SLC25A34	0.03211282388450532	16062899	16
chr1	TMEM82	0.03840998466562216	16068916	59
chr1	FBLIM1	0.04282909953461897	16083101	393
chr1	SPEN	0.054272802710604626	16174358	569
chr1	ZBTB17	0.06106401051664592	16268363	207
chr1	C1orf64	0.052447962560058445	16330730	175
chr1	HSPB7	0.041409102900402145	16340522	75
chr1	CLCNKA	0.04368022485007185	16345369	178
chr1	CLCNKB	0.04316377031632685	16370271	243
chr1	FAM131C	0.04198999832864618	16384263	253
chr1	EPHA2	0.05809527113986237	16450831	343
chr1	ARHGEF19	0.047290180288380355	16524348	259
chr1	C1orf134	0.02668305279854204	16555367	39
chr1	RSG1	0.05385504349541106	16558194	35
chr1	FBXO42	0.04105988051501593	16573333	413
chr1	SZRD1	0.03803414348048288	16679069	157
chr1	SPATA21	0.04620964089050913	16713611	241
chr1	NECAP2	0.03741158408073554	16767166	306
chr1	AL355149.2	0.036399315364829196	16865560	162
chr1	NBPF1	0.09145616852398596	16888813	7
chr1	AL137798.1	0.05591102672282746	16999497	8
chr1	AL021920.2	0.08219326375258611	17060446	3
chr1	CROCC	0.04448665506252231	17066767	196
chr1	MFAP2	0.03670824313746508	17300996	39
chr1	ATP13A2	0.042264024296854566	17312452	103
chr1	SDHB	0.04282533913450422	17345216	213
chr1	PADI2	0.0524777357376144	17393255	608
chr1	PADI1	0.041648100914704986	17531620	522
chr1	PADI3	0.03876121327220836	17575592	343
chr1	PADI4	0.04231444328269556	17634689	478
chr1	AC004824.2	0.03785633018914764	17655506	186
chr1	RCC2	0.0417348343152224	17733255	623
chr1	ARHGEF10L	0.04515487671974477	17866329	968
chr1	ACTL8	0.04282566266979539	18081807	1187
chr1	IGSF21	0.03654334495744529	18434239	2388
chr1	KLHDC7A	0.051062088532888884	18807423	804
chr1	PAX7	0.04910993991946558	18957499	1238
chr1	TAS1R2	0.042439366851119605	19166092	442
chr1	RP13-279N23.2	0.031515191511737574	19175766	187
chr1	ALDH4A1	0.03251336911372716	19197925	215
chr1	IFFO2	0.03323417191780747	19230774	731
chr1	UBR4	0.03081767500923724	19400999	823
chr1	EMC1	0.02298732701430103	19542157	178
chr1	MRTO4	0.028084822872409432	19578032	139
chr1	AKR7A3	0.03376539748153929	19609051	170
chr1	AKR7A2	0.03608014858264851	19630458	68
chr1	PQLC2	0.03196551646402814	19638819	166
chr1	CAPZB	0.04928390524057354	19665266	1230
chr1	MINOS1-NBL1	0.04503399221902014	19923472	386
chr1	MINOS1	0.040056287077759864	19923476	121
chr1	NBL1	0.04516268339990282	19967047	124
chr1	HTR6	0.050013928948930926	19991779	93
chr1	TMCO4	0.037262987833314797	20008705	578
chr1	RNF186	0.03658349121382162	20140522	263
chr1	OTUD3	0.03466326620883702	20209005	324
chr1	PLA2G2E	0.05288429193125634	20246501	195
chr1	PLA2G2A	0.04239812399128648	20301924	292
chr1	PLA2G5	0.03441352367711887	20354671	462
chr1	PLA2G2D	0.02788352293289241	20438431	121
chr1	PLA2G2F	0.04084523107255342	20465818	98
chr1	PLA2G2C	0.03954850270991551	20487745	108
chr1	UBXN10	0.050311330508524994	20512577	240
chr1	VWA5B1	0.040335106327382686	20617411	926
chr1	CAMK2N1	0.05258524148271608	20808883	281
chr1	MUL1	0.052773989949688196	20825942	166
chr1	FAM43B	0.04012282172143994	20878931	267
chr1	CDA	0.04130377462311188	20915440	412
chr1	PINK1	0.03931596118483469	20959947	145
chr1	DDOST	0.040097111092887674	20978269	56
chr1	KIF17	0.04497618934657027	20990506	305
chr1	SH2D5	0.04295617873583172	21046224	78
chr1	HP1BP3	0.03690080400587527	21069153	220
chr1	EIF4G3	0.03996172321212773	21132962	1406
chr1	ECE1	0.043690420817947835	21543739	921
chr1	NBPF3	0.039614474135157896	21766620	630
chr1	ALPL	0.039155033600713145	21835857	579
chr1	RAP1GAP	0.039489370194542635	21922707	501
chr1	USP48	0.04491769128013644	22004790	672
chr1	LDLRAD2	0.04304988654848436	22138757	139
chr1	HSPG2	0.04274827701617594	22148737	718
chr1	CELA3B	0.03706223524933094	22303513	452
chr1	CELA3A	0.03959442995484406	22328148	217
chr1	CDC42	0.04492288846917212	22379119	413
chr1	WNT4	0.041422118080449086	22443797	1230
chr1	ZBTB40	0.05739735210723749	22778343	1107
chr1	EPHA8	0.03940037399019629	22890056	423
chr1	C1QA	0.03437555367048562	22962998	95
chr1	C1QC	0.03348572832064682	22970122	55
chr1	C1QB	0.03868591006865807	22979254	159
chr1	EPHB2	0.045252716419719195	23037331	935
chr1	LACTBL1	0.049816895368895685	23279535	244
chr1	C1orf234	0.04686474788222295	23337326	92
chr1	KDM1A	0.05033660998349504	23345940	152
chr1	LUZP1	0.04775798122585956	23410515	341
chr1	HTR1D	0.037842826974506194	23516992	305
chr1	HNRNPR	0.04638546031621431	23630263	293
chr1	ZNF436	0.035261276056141974	23685940	76
chr1	C1orf213	0.029178975009174102	23695489	21
chr1	TCEA3	0.06025064171891843	23707553	200
chr1	ASAP3	0.059652849836259354	23755055	312
chr1	E2F2	0.05876911586952676	23832921	207
chr1	ID3	0.046035335416023525	23884408	102
chr1	MDS2	0.04861005218254007	23907984	368
chr1	RPL11	0.04752414301597184	24018268	197
chr1	TCEB3	0.06342367886757237	24069644	114
chr1	PITHD1	0.06101514578635365	24104894	43
chr1	LYPLA2	0.08386298292479004	24117459	10
chr1	GALE	0.05528878942457538	24122088	6
chr1	HMGCL	0.05990514700282095	24128374	101
chr1	FUCA1	0.05315814135925628	24171566	102
chr1	CNR2	0.038123645144879266	24197015	321
chr1	PNRC2	0.03972486411577317	24285598	6
chr1	SRSF10	0.02658600590080744	24291293	26
chr1	MYOM3	0.038954327995935144	24382524	414
chr1	IL22RA1	0.04510548803859998	24446260	161
chr1	IFNLR1	0.043720864925568224	24480646	534
chr1	GRHL3	0.03364622796366461	24645811	462
chr1	STPG1	0.03377680979451205	24683488	247
chr1	NIPAL3	0.038683380069269475	24742283	313
chr1	RCAN3	0.03687013383707544	24829386	275
chr1	NCMAP	0.035282523540217874	24882601	461
chr1	SRRM1	0.04348208748758401	24958206	289
chr1	CLIC4	0.0583835614392636	25071847	548
chr1	RUNX3	0.047452647478751546	25226001	1190
chr1	SYF2	0.05210215610482414	25549169	626
chr1	C1orf63	0.10791339017831529	25568727	99
chr1	RHD	0.05230062396646121	25598883	77
chr1	TMEM50A	0.08815624154189686	25664407	75
chr1	RHCE	0.05991509686327512	25688739	195
chr1	TMEM57	0.060277262525397356	25757387	247
chr1	LDLRAP1	0.05396556915198794	25870070	242
chr1	MAN1C1	0.07215688100078321	25943958	632
chr1	SEPN1	0.053952775502619274	26126666	81
chr1	RP1-317E23.6	0.06565071912567179	26137960	32
chr1	AL020996.1	0.05132047482604443	26145211	8
chr1	MTFR1L	0.08716700987203585	26145130	37
chr1	AUNIP	0.08336974272262707	26158413	109
chr1	PAQR7	0.06015462104970913	26187700	43
chr1	STMN1	0.05105766683976638	26210671	129
chr1	PAFAH2	0.03671369703602669	26286257	303
chr1	EXTL1	0.04613182714530186	26346374	85
chr1	SLC30A2	0.04727362304667504	26363742	41
chr1	TRIM63	0.05058147498089711	26377794	173
chr1	PDIK1L	0.04861315492149443	26437663	199
chr1	FAM110D	0.048310671537124844	26485510	98
chr1	ZNF593	0.034010971816102444	26496361	42
chr1	CNKSR1	0.04583976496395578	26503893	60
chr1	CATSPER4	0.04769780880321826	26517051	154
chr1	CEP85	0.0509940689044378	26560690	310
chr1	SH3BGRL3	0.0741485976512212	26605666	8
chr1	UBXN11	0.05274915894988614	26607818	195
chr1	CD52	0.05956725591664101	26644447	21
chr1	AIM1L	0.046087280142900325	26648349	178
chr1	ZNF683	0.045672370709299276	26688124	200
chr1	LIN28A	0.04619685916713894	26737268	194
chr1	DHDDS	0.05892755557118316	26758772	130
chr1	HMGN2	0.06955884037257899	26798940	115
chr1	RPS6KA1	0.060417023750993386	26856251	421
chr1	ARID1A	0.05265202912291669	27022523	357
chr1	PIGV	0.07070849102607132	27113962	55
chr1	ZDHHC18	0.06232619695539054	27153200	137
chr1	SFN	0.05147949822219356	27189632	26
chr1	GPN2	0.056192495353989944	27202623	52
chr1	GPATCH3	0.0734213305326866	27216978	25
chr1	NUDC	0.05640535461599058	27226728	131
chr1	NR0B2	0.03000881266095486	27237979	9
chr1	C1orf172	0.060973959402532196	27276052	66
chr1	TRNP1	0.041380926652655886	27320197	63
chr1	FAM46B	0.0861339601240183	27331510	198
chr1	SLC9A1	0.04005447719985066	27425305	441
chr1	WDTC1	0.05047141450691577	27561006	329
chr1	TMEM222	0.0391570557438916	27648650	80
chr1	SYTL1	0.05274183354477855	27668512	62
chr1	MAP3K6	0.06005834642641112	27681674	52
chr1	FCN3	0.059506986261161646	27695602	30
chr1	CD164L2	0.0355594670888892	27705665	22
chr1	GPR3	0.04468878197878578	27719147	28
chr1	WASF2	0.036206172409844486	27730729	324
chr1	AHDC1	0.043002085210186516	27860545	227
chr1	FGR	0.07025647823280118	27938574	131
chr1	IFI6	0.08567876668170182	27992571	173
chr1	FAM76A	0.05170618542251437	28052489	231
chr1	STX12	0.04655135664528061	28099693	144
chr1	PPP1R8	0.039049674092554054	28157288	99
chr1	THEMIS2	0.054508463038013676	28199054	117
chr1	RPA2	0.048121711632924266	28218034	191
chr1	SMPDL3B	0.059268137915346915	28261503	208
chr1	XKR8	0.04624716227517468	28285972	43
chr1	EYA3	0.059985547264410646	28296854	715
chr1	PTAFR	0.056321304182296146	28473676	251
chr1	DNAJC8	0.058860529757840965	28525966	182
chr1	AL353354.2	0.18384234328677196	28527069	1
chr1	ATPIF1	0.03956985746543363	28562619	112
chr1	SESN2	0.060750665216909604	28586037	238
chr1	MED18	0.06667897863364819	28655512	179
chr1	PHACTR4	0.06682749712460119	28696113	761
chr1	RCC1	0.06169632628325512	28832454	202
chr1	TRNAU1AP	0.05438627917376721	28879596	126
chr1	TAF12	0.06255824719823609	28915834	204
chr1	RAB42	0.058028461557181776	28918711	13
chr1	GMEB1	0.04798772739433487	28995243	233
chr1	YTHDF2	0.04790365891294997	29063132	240
chr1	OPRD1	0.04262931562872769	29138653	419
chr1	EPB41	0.044741674903877975	29213602	883
chr1	TMEM200B	0.05151878621463193	29445939	81
chr1	SRSF4	0.05045325880744833	29474254	204
chr1	MECR	0.04612626784089103	29519384	199
chr1	PTPRU	0.04167554666445462	29563027	3733
chr1	MATN1	0.037538169148507265	31184123	4236
chr1	LAPTM5	0.03608107406244174	31205315	314
chr1	SDC3	0.039619331502809337	31342313	560
chr1	PUM1	0.039157884352463895	31404352	987
chr1	NKAIN1	0.03975096005047517	31652591	698
chr1	SNRNP40	0.0645091625633005	31732416	218
chr1	ZCCHC17	0.06589072692055639	31769841	255
chr1	FABP3	0.056023619573414944	31838471	133
chr1	SERINC2	0.053311092454358576	31882411	611
chr1	AC114494.1	0.10689643777957752	31902191	4
chr1	TINAGL1	0.045694284198612115	32042115	519
chr1	HCRTR1	0.03424070465181584	32083286	102
chr1	PEF1	0.044231773678274716	32095462	53
chr1	COL16A1	0.04446971784389097	32117847	262
chr1	BAI2	0.03448641667769688	32192717	238
chr1	SPOCD1	0.044429643466194886	32256022	363
chr1	PTP4A2	0.044962047165533536	32372021	407
chr1	AL136115.1	0.03449710978836754	32379173	3
chr1	KHDRBS1	0.046647862735815844	32479429	237
chr1	TMEM39B	0.034588380782293315	32537631	116
chr1	KPNA6	0.04262356989236275	32573638	211
chr1	TXLNA	0.05193759554954684	32645286	79
chr1	CCDC28B	0.04912304121761453	32665986	17
chr1	IQCC	0.03738146125615572	32671235	12
chr1	DCDC2B	0.05681484356671638	32674694	23
chr1	TMEM234	0.041141478363922235	32680072	26
chr1	EIF3I	0.044153907667039693	32687528	53
chr1	FAM167B	0.03602305716837003	32712833	43
chr1	LCK	0.05015832584400439	32716839	110
chr1	HDAC1	0.04988859797155388	32757686	100
chr1	MARCKSL1	0.07116833107448675	32799432	18
chr1	TSSK3	0.06680334235239574	32817121	36
chr1	FAM229A	0.10778629089422205	32826870	3
chr1	BSDC1	0.06171425699703422	32830703	150
chr1	RP1-27O5.3	0.04442038832143381	32930657	283
chr1	ZBTB8B	0.05072942343302744	32930669	70
chr1	ZBTB8A	0.03809297247238916	33005027	242
chr1	ZBTB8OS	0.04759369934802211	33065772	229
chr1	RBBP4	0.044827210296225564	33116742	149
chr1	SYNC	0.04453712690379271	33145506	178
chr1	KIAA1522	0.0519740428648572	33207485	190
chr1	YARS	0.04722398843966347	33240839	142
chr1	S100PBP	0.04675097267956702	33282367	170
chr1	FNDC5	0.058222193014922055	33327868	58
chr1	HPCA	0.035349473622615805	33351594	56
chr1	TMEM54	0.054212318051612696	33360194	78
chr1	RNF19B	0.04250417106111196	33402045	201
chr1	FKSG48	0.04254911454021652	33439267	89
chr1	AK2	0.04599151795613242	33473584	318
chr1	ADC	0.057597846613028504	33546704	175
chr1	TRIM62	0.04171648869823287	33611002	365
chr1	ZNF362	0.04302797001023506	33722145	300
chr1	A3GALT2	0.06574610853252652	33772366	80
chr1	PHC2	0.046576746837267674	33789223	650
chr1	ZSCAN20	0.04177337403415758	33938245	202
chr1	CSMD2	0.047545045296810515	33979608	2975
chr1	HMGB4	0.05956167402039328	34326075	17
chr1	C1orf94	0.0417837783882462	34632483	1645
chr1	SMIM12	0.03544676800051764	35178337	2044
chr1	GJB5	0.039330368324519624	35220647	20
chr1	GJB4	0.052091501837394465	35225341	33
chr1	GJB3	0.00934058702956322	35246789	20
chr1	GJA4	0.01890249324001043	35258598	15
chr1	DLGAP3	0.044133648250309694	35331036	244
chr1	ZMYM6	0.0464073910094914	35447133	243
chr1	ZMYM6NB	0.04736555057615593	35447135	12
chr1	ZMYM1	0.04238062231416999	35525386	284
chr1	SFPQ	0.06332127767381453	35641978	349
chr1	ZMYM4	0.09657352641905748	35734567	581
chr1	KIAA0319L	0.09635881288485591	35899090	370
chr1	NCDN	0.11050667914244279	36023073	31
chr1	TFAP2E	0.10768788546526292	36038970	72
chr1	PSMB2	0.09948526259525346	36067184	221
chr1	C1orf216	0.04745994860776571	36179475	131
chr1	CLSPN	0.03350764011235661	36185818	171
chr1	AGO4	0.03671578756825783	36273772	183
chr1	AGO1	0.04310117239952674	36335408	174
chr1	AGO3	0.04365960238290372	36396318	308
chr1	TEKT2	0.03903870516663944	36549675	25
chr1	ADPRHL2	0.0651420595637297	36554475	15
chr1	COL8A2	0.04278298718227181	36560836	127
chr1	TRAPPC3	0.048405293503852434	36602172	71
chr1	MAP7D1	0.04262988401779818	36621179	136
chr1	THRAP3	0.04492975546064557	36690016	263
chr1	SH3D21	0.039209333763011334	36771987	42
chr1	EVA1B	0.051049932665343266	36787631	3
chr1	RP11-268J15.5	0.04176802317878743	36789334	41
chr1	STK40	0.044816214153442	36805224	130
chr1	LSM10	0.03698914206112875	36856838	134
chr1	OSCP1	0.03139644053137089	36881427	304
chr1	MRPS15	0.036792383910825656	36921318	68
chr1	CSF3R	0.04405728203515633	36931643	764
chr1	GRIK3	0.038891253912783114	37261127	2483
chr1	ZC3H12A	0.03560141221705896	37940152	1284
chr1	MEAF6	0.042950873578615614	37958175	179
chr1	SNIP1	0.043036530738301305	38000049	121
chr1	DNALI1	0.054183436935005574	38022519	51
chr1	GNL2	0.05842651930989418	38032416	148
chr1	RSPO1	0.05365860812296468	38076950	260
chr1	C1orf109	0.08530729590759792	38147241	172
chr1	CDCA8	0.08529031006081925	38158089	102
chr1	EPHA10	0.06258392935359602	38179551	396
chr1	MANEAL	0.052363922328415954	38259473	93
chr1	YRDC	0.09191958751729545	38268615	14
chr1	C1orf122	0.04721816567218719	38272650	5
chr1	MTF1	0.05193082907545517	38275238	155
chr1	AL929472.1	0.06337588238985821	38292231	6
chr1	INPP5B	0.05376861253984865	38326368	417
chr1	SF3A3	0.05722785260339904	38422646	222
chr1	FHL3	0.04564214672255269	38462441	53
chr1	UTP11L	0.05763631669735197	38474929	94
chr1	POU3F1	0.04339043964725188	38509522	1750
chr1	RRAGC	0.05156399106647768	39303869	1657
chr1	MYCBP	0.03599767775740528	39328635	11
chr1	GJA9	0.03363901271237053	39330174	83
chr1	RHBDL2	0.04614800185984016	39351478	440
chr1	AKIRIN1	0.06208573397058242	39456894	267
chr1	NDUFS5	0.0445968612524705	39491989	259
chr1	MACF1	0.055271701823230775	39546987	1639
chr1	KIAA0754	0.05815269682764634	39876150	26
chr1	BMP8A	0.047225017646868685	39957317	270
chr1	PABPC4	0.03546543743689601	40026487	256
chr1	HEYL	0.045939052219327696	40089824	238
chr1	NT5C1A	0.04285472049623812	40124792	103
chr1	HPCAL4	0.035046635398799784	40144319	115
chr1	PPIE	0.05069336229815918	40157853	305
chr1	BMP8B	0.06107586959213666	40222853	351
chr1	OXCT2	0.07957859015842107	40235194	3
chr1	TRIT1	0.05769089447621082	40306722	388
chr1	MYCL	0.05142861531337584	40361097	176
chr1	MFSD2A	0.0504805740665462	40420801	277
chr1	CAP1	0.051959500818581965	40505904	385
chr1	PPT1	0.03265188500298801	40538378	304
chr1	RLF	0.03013481467815907	40627044	486
chr1	TMCO2	0.025367289760093246	40711618	57
chr1	ZMPSTE24	0.037027635876475715	40723778	139
chr1	COL9A2	0.031661059299606296	40766158	179
chr1	SMAP2	0.038373451893769304	40810521	434
chr1	ZFP69B	0.052026824549261524	40915773	214
chr1	ZFP69	0.039036533208846855	40942886	160
chr1	EXO5	0.03895893296825691	40974412	127
chr1	ZNF684	0.03800945502744548	40997232	383
chr1	RIMS3	0.036998654808674994	41086350	440
chr1	NFYC	0.029957650581573503	41157319	415
chr1	KCNQ4	0.04441037764097774	41249683	340
chr1	CITED4	0.04268130930903904	41326728	449
