Chromosome	Gene	Score	Gene_start	Number_of_SNP
chr1	C1orf222	0.0005119409229042615	1853395	503
chr1	GABRD	0.000821119638477274	1950779	117
chr1	PRKCZ	0.0006029250471621704	1981908	699
chr1	C1orf86	0.0005487104258326891	2115902	92
chr1	AL590822.2	0.00012118071652896367	2121236	4
chr1	AL590822.1	0.0003164505967599574	2143359	39
chr1	SKI	0.0006008194405472429	2160133	452
chr1	MORN1	0.0005626405849021988	2252691	495
chr1	AL589739.1	0.0002492100741987439	2258580	4
chr1	RER1	0.0010472887150077788	2323266	63
chr1	PEX10	0.0013373531477519503	2336235	86
chr1	PLCH2	0.0009335306831295855	2357418	506
chr1	PANK4	0.0011696197554786907	2439971	115
chr1	HES5	0.00044630135152094904	2460183	82
chr1	TNFRSF14	0.0009392641275812961	2487077	149
chr1	FAM213B	0.0004245229899211071	2517929	63
chr1	MMEL1	0.0011709838841352314	2522077	259
chr1	TTC34	0.0007535150447346374	2567414	1094
chr1	ACTRT2	0.000956899477763898	2938045	797
chr1	PRDM16	0.0006758783337621888	2985731	2259
chr1	ARHGEF16	0.0006440026369800189	3370989	179
chr1	MEGF6	0.000876376269227824	3406483	753
chr1	TPRG1L	0.0004948305020353375	3541565	57
chr1	WRAP73	0.0010808320824618823	3547330	85
chr1	TP73	0.000516100274936317	3569083	445
chr1	CCDC27	0.0003526892898452538	3668961	119
chr1	SMIM1	0.0005223025930292695	3689351	51
chr1	LRRC47	0.0005790116738759055	3696783	163
chr1	CEP104	0.0006667764046041695	3728644	419
chr1	DFFB	0.0007722419140240947	3773844	226
chr1	C1orf174	0.0005590499200478117	3805688	1952
chr1	AJAP1	0.000538332340555762	4714791	7254
chr1	NPHP4	0.000645937792048993	5922870	3249
chr1	KCNAB2	0.0005755677068526521	6051525	485
chr1	AL035406.1	0.0004716060002543683	6100629	4
chr1	CHD5	0.0007362688097068115	6161852	421
chr1	RPL22	0.0013120033962592055	6241328	80
chr1	RNF207	0.0005775892940043114	6265534	53
chr1	ICMT	0.0005810746937754824	6281252	62
chr1	HES3	0.0005571156284165507	6304251	19
chr1	GPR153	0.0005922569079758662	6307405	65
chr1	ACOT7	0.0005277965060102356	6324328	756
chr1	HES2	0.0003980554792585034	6472477	111
chr1	ESPN	0.00037558081607546944	6484847	160
chr1	TNFRSF25	0.00032417941028459424	6521210	20
chr1	PLEKHG5	0.0006341589221397245	6526151	246
chr1	NOL9	0.0006541667131880989	6581406	191
chr1	TAS1R1	0.0008673063045601345	6615240	94
chr1	ZBTB48	0.0008159985954818294	6640060	27
chr1	KLHL21	0.0011384755863646891	6650783	97
chr1	PHF13	0.0010331889485487927	6673744	38
chr1	THAP3	0.0007113950519729093	6684925	40
chr1	DNAJC11	0.0004922690344927984	6694227	466
chr1	CAMTA1	0.00058492199755373	6845383	4474
chr1	VAMP3	0.0004329137488367271	7831328	57
chr1	PER3	0.00043972738329304834	7844379	330
chr1	UTS2	0.0002865004291832358	7903142	304
chr1	TNFRSF9	0.0003422200150016084	7979906	282
chr1	PARK7	0.00042797970138829607	8014350	152
chr1	ERRFI1	0.0005944615851738763	8064463	668
chr1	SLC45A1	0.0007587938245619391	8377885	843
chr1	RERE	0.0007813786732063765	8412456	1329
chr1	ENO1	0.0008348670781118705	8921060	280
chr1	CA6	0.0008537903133575116	9005925	446
chr1	SLC2A7	0.0008625591032117632	9063358	182
chr1	SLC2A5	0.00041003542673378725	9095165	375
chr1	GPR157	0.0006352405197465359	9160363	353
chr1	H6PD	0.00045418140706743256	9294833	573
chr1	SPSB1	0.0004917734923064152	9352938	1057
chr1	SLC25A33	0.0005841409413559265	9599540	398
chr1	TMEM201	0.0004029230779706389	9648931	117
chr1	PIK3CD	0.000908740609151609	9711789	333
chr1	C1orf200	0.0014945379561441268	9712667	10
chr1	CLSTN1	0.0008483072925260433	9789083	323
chr1	CTNNBIP1	0.0010661408570191578	9908333	246
chr1	LZIC	0.0005346908837661989	9982172	106
chr1	NMNAT1	0.0005009851828716583	10003485	174
chr1	RBP7	0.0006990696727613939	10057263	113
chr1	UBE4B	0.0006487499230760829	10092889	692
chr1	KIF1B	0.0004260530622774919	10270862	937
chr1	PGD	0.0005010455174760364	10458648	146
chr1	APITD1	0.0007064790548767251	10490158	34
chr1	APITD1-CORT	0.0005795471987913299	10490158	101
chr1	CORT	0.0005884503370206921	10509775	5
chr1	DFFA	0.0007148697453932322	10516578	65
chr1	PEX14	0.0009873162374823454	10532344	630
chr1	CASZ1	0.0005528756984528166	10696660	1019
chr1	C1orf127	0.0005334987057961455	11006527	582
chr1	TARDBP	0.0012638112162880394	11072413	86
chr1	MASP2	0.0014175890104541416	11086579	98
chr1	SRM	0.0017949009132003579	11114640	33
chr1	EXOSC10	0.0011957780651684076	11126674	166
chr1	MTOR	0.001277378092157275	11166591	505
chr1	ANGPTL7	0.0014127141558166346	11249397	22
chr1	UBIAD1	0.0006034444305110228	11333262	432
chr1	PTCHD2	0.0007892405657876303	11539222	973
chr1	FBXO2	0.0006992836408452343	11708423	287
chr1	FBXO44	0.0006329377488926552	11714431	37
chr1	FBXO6	0.0006442719499156933	11724180	62
chr1	MAD2L2	0.00031956782400774895	11734536	79
chr1	DRAXIN	0.0005912121722367105	11751785	167
chr1	AGTRAP	0.0007741212197010959	11796140	102
chr1	C1orf167	0.0011724813942302246	11821843	177
chr1	MTHFR	0.0010411010654592756	11845779	103
chr1	CLCN6	0.0008402752070290737	11866206	255
chr1	NPPA	0.0008269643923368021	11905765	51
chr1	NPPB	0.0008025765726725825	11917520	222
chr1	KIAA2013	0.00035021797785274257	11979647	284
chr1	PLOD1	0.0005601773911118194	11994261	203
chr1	MFN2	0.0005069351145498182	12040237	156
chr1	MIIP	0.00029588574796294637	12079522	86
chr1	TNFRSF8	0.0010835143706618288	12123433	399
chr1	TNFRSF1B	0.0007053163257544359	12227059	274
chr1	VPS13D	0.0010264430124740252	12290123	1089
chr1	DHRS3	0.0005575172231426287	12627938	506
chr1	AADACL4	0.0008983246441527807	12704565	241
chr1	AADACL3	0.00040005026610787027	12776117	165
chr1	C1orf158	0.00022673437609498429	12806162	134
chr1	PRAMEF12	0.0002733219507260705	12834983	49
chr1	PRAMEF1	0.00011855202530011553	12851545	239
chr1	PRAMEF11	4.957910175424853e-05	12884467	47
chr1	HNRNPCL1	4.142759406978052e-05	12907260	83
chr1	PRAMEF2	7.895222168020806e-05	12916940	67
chr1	PRAMEF4	0.00013369842059901974	12939044	6
chr1	PRAMEF6	0.00012065347421359214	12998180	17
chr1	PRAMEF26	0.00014282418049815863	13216355	79
chr1	PRAMEF18	3.020528396425332e-05	13474688	4
chr1	PRAMEF16	2.698575691605091e-06	13495253	1
chr1	PRAMEF19	1.328268374382443e-05	13694888	3
chr1	PRAMEF20	4.011133766264285e-05	13736906	1
chr1	LRRC38	0.0007056369756701644	13801444	582
chr1	PDPN	0.0004703636023614946	13909959	635
chr1	PRDM2	0.0007250498770271557	14026692	3178
chr1	KAZN	0.0008111527790948838	14925199	4758
chr1	TMEM51	0.0005092756144642993	15479027	673
chr1	C1orf195	0.0005512887912545879	15490839	35
chr1	FHAD1	0.0006664563808223509	15573767	803
chr1	EFHD2	0.0007784787728078175	15736390	127
chr1	CTRC	0.00113466064068811	15764934	68
chr1	CELA2A	0.0008490692365873723	15783222	73
chr1	CELA2B	0.0004466653878402436	15792403	124
chr1	CASP9	0.00037580355269951346	15817326	207
chr1	DNAJC16	0.0005478562034110466	15853307	348
chr1	AGMAT	0.0006439617151611524	15898847	86
chr1	DDI2	0.0005709478131298575	15943994	271
chr1	RSC1A1	0.0006917605834357969	15986363	5
chr1	PLEKHM2	0.0009639948116421865	16010826	270
chr1	SLC25A34	0.0003064300433439456	16062899	16
chr1	TMEM82	0.00035015296325539803	16068916	57
chr1	FBLIM1	0.00033692754362744416	16083101	346
chr1	SPEN	0.00046432390730462997	16174358	524
chr1	ZBTB17	0.0007634827935697399	16268363	184
chr1	C1orf64	0.0004804504388797331	16330730	154
chr1	HSPB7	0.00042282874590959346	16340522	72
chr1	CLCNKA	0.0009031172368185649	16345369	151
chr1	CLCNKB	0.00035377448681574137	16370271	225
chr1	FAM131C	0.000431421754926314	16384263	240
chr1	EPHA2	0.0007685075700004964	16450831	322
chr1	ARHGEF19	0.0007203093409592868	16524348	247
chr1	C1orf134	0.0006357860693203083	16555367	38
chr1	RSG1	0.0005521966091198406	16558194	34
chr1	FBXO42	0.0005330520710766933	16573333	382
chr1	SZRD1	0.0004034314056880876	16679069	149
chr1	SPATA21	0.0004881393255458397	16713611	227
chr1	NECAP2	0.0005740089571951033	16767166	291
chr1	AL355149.2	0.0002663304224889092	16865560	157
chr1	NBPF1	0.0009978069887934652	16888813	6
chr1	AL137798.1	0.00012957205318900027	16999497	7
chr1	AL021920.2	0.0009154765284332158	17060446	1
chr1	CROCC	0.0008018421293838659	17066767	181
chr1	MFAP2	0.0007275770193979442	17300996	37
chr1	ATP13A2	0.0009795846927794748	17312452	100
chr1	SDHB	0.0007048504892318151	17345216	209
chr1	PADI2	0.000577939083198285	17393255	587
chr1	PADI1	0.0005407545983396643	17531620	488
chr1	PADI3	0.0008615789614054199	17575592	328
chr1	PADI4	0.000953596590238694	17634689	461
chr1	AC004824.2	0.0004074855399191341	17655506	180
chr1	RCC2	0.0005713836114685271	17733255	569
chr1	ARHGEF10L	0.0008498686134686349	17866329	908
chr1	ACTL8	0.0009002144281621472	18081807	1121
chr1	IGSF21	0.0007529030483838143	18434239	2248
chr1	KLHDC7A	0.0006592947363432224	18807423	735
chr1	PAX7	0.0006545577177043272	18957499	1157
chr1	TAS1R2	0.000435240945004557	19166092	423
chr1	RP13-279N23.2	0.0003385527774076019	19175766	181
chr1	ALDH4A1	0.0006047308178351518	19197925	206
chr1	IFFO2	0.0007356875400790981	19230774	693
chr1	UBR4	0.0005439871550934734	19400999	759
chr1	EMC1	0.0006325244719863863	19542157	168
chr1	MRTO4	0.0009368842942796317	19578032	135
chr1	AKR7A3	0.0009243919475636554	19609051	166
chr1	AKR7A2	0.0010141002444158354	19630458	65
chr1	PQLC2	0.00041109971686328705	19638819	153
chr1	CAPZB	0.0005126079795892245	19665266	1143
chr1	MINOS1-NBL1	0.0005490986763256268	19923472	369
chr1	MINOS1	0.0008310364566369376	19923476	112
chr1	NBL1	0.0006451583620001404	19967047	113
chr1	HTR6	0.0006697050787958376	19991779	90
chr1	TMCO4	0.0003664501476796716	20008705	545
chr1	RNF186	0.0010530034726700715	20140522	256
chr1	OTUD3	0.001120690133774711	20209005	305
chr1	PLA2G2E	0.0005932904324344671	20246501	181
chr1	PLA2G2A	0.0008177187928728487	20301924	283
chr1	PLA2G5	0.0006868947937089177	20354671	445
chr1	PLA2G2D	0.0007564445483514548	20438431	116
chr1	PLA2G2F	0.0006892488088795719	20465818	91
chr1	PLA2G2C	0.0003901811183075476	20487745	102
chr1	UBXN10	0.0005804887183631025	20512577	228
chr1	VWA5B1	0.0005616946913780828	20617411	868
chr1	CAMK2N1	0.0007829030480260433	20808883	244
chr1	MUL1	0.0010037464220429611	20825942	148
chr1	FAM43B	0.0007329864902865243	20878931	257
chr1	CDA	0.00035708803610795265	20915440	399
chr1	PINK1	0.0002993377179249977	20959947	141
chr1	DDOST	0.0004716787260463956	20978269	53
chr1	KIF17	0.0005940155569682285	20990506	290
chr1	SH2D5	0.0006437543960344119	21046224	74
chr1	HP1BP3	0.000568971636675273	21069153	206
chr1	EIF4G3	0.0006220080646907115	21132962	1350
chr1	ECE1	0.0005115833331267001	21543739	895
chr1	NBPF3	0.0002951476029037387	21766620	621
chr1	ALPL	0.0003689084891829907	21835857	553
chr1	RAP1GAP	0.0005135443244937433	21922707	485
chr1	USP48	0.0006975770340203551	22004790	607
chr1	LDLRAD2	0.00045893032113036175	22138757	133
chr1	HSPG2	0.000978624733752847	22148737	671
chr1	CELA3B	0.0009795449188538257	22303513	434
chr1	CELA3A	0.0006412208902405065	22328148	210
chr1	CDC42	0.0008545940092901614	22379119	381
chr1	WNT4	0.0006210037704667774	22443797	1164
chr1	ZBTB40	0.0007646857495393532	22778343	1038
chr1	EPHA8	0.0005172975683473929	22890056	408
chr1	C1QA	0.0010746426816344895	22962998	91
chr1	C1QC	0.0004545486390538679	22970122	52
chr1	C1QB	0.0007024916189802531	22979254	151
chr1	EPHB2	0.0008516634706844824	23037331	842
chr1	LACTBL1	0.0005718037338488852	23279535	234
chr1	C1orf234	0.0005135348290397297	23337326	83
chr1	KDM1A	0.000519879734849428	23345940	143
chr1	LUZP1	0.00045520075997565896	23410515	319
chr1	HTR1D	0.0004763578759325401	23516992	288
chr1	HNRNPR	0.0008787849005475866	23630263	277
chr1	ZNF436	0.000731668581698081	23685940	71
chr1	C1orf213	0.0007173923259421114	23695489	20
chr1	TCEA3	0.0009994265538204828	23707553	183
chr1	ASAP3	0.0009245972033903419	23755055	281
chr1	E2F2	0.0006893747235259345	23832921	189
chr1	ID3	0.0009265755460002438	23884408	90
chr1	MDS2	0.0008218877481250724	23907984	346
chr1	RPL11	0.00038627489650822745	24018268	192
chr1	TCEB3	0.0009261678082773776	24069644	107
chr1	PITHD1	0.0008314719720117331	24104894	39
chr1	LYPLA2	0.0012420665255478542	24117459	9
chr1	GALE	0.000828757012224178	24122088	5
chr1	HMGCL	0.0011153043545377441	24128374	92
chr1	FUCA1	0.0010441705483753613	24171566	99
chr1	CNR2	0.0006258124581489988	24197015	297
chr1	PNRC2	0.00040757619410661234	24285598	6
chr1	SRSF10	0.00022856610954206428	24291293	26
chr1	MYOM3	0.0005029276310260134	24382524	400
chr1	IL22RA1	0.0005692479448636003	24446260	146
chr1	IFNLR1	0.00035266205368711054	24480646	517
chr1	GRHL3	0.0006559935519123634	24645811	445
chr1	STPG1	0.000712255084027272	24683488	239
chr1	NIPAL3	0.0005314434616516657	24742283	289
chr1	RCAN3	0.001020928216858373	24829386	260
chr1	NCMAP	0.0007010679164604544	24882601	437
chr1	SRRM1	0.0007552528042010655	24958206	269
chr1	CLIC4	0.001108975591358006	25071847	507
chr1	RUNX3	0.0004894625757594309	25226001	1127
chr1	SYF2	0.0006625278821038835	25549169	585
chr1	C1orf63	0.0007585712896959759	25568727	86
chr1	RHD	0.0010157880788581352	25598883	69
chr1	TMEM50A	0.0008027845451536362	25664407	50
chr1	RHCE	0.000708568331489166	25688739	137
chr1	TMEM57	0.0006600208446838688	25757387	209
chr1	LDLRAP1	0.0005051964462973172	25870070	222
chr1	MAN1C1	0.001286868491536609	25943958	605
chr1	SEPN1	0.00047150638250194023	26126666	76
chr1	RP1-317E23.6	0.0009545488350483692	26137960	31
chr1	AL020996.1	0.0005572675343263697	26145211	8
chr1	MTFR1L	0.00025217111932100586	26145130	35
chr1	AUNIP	0.000247157771123021	26158413	101
chr1	PAQR7	0.0010161018376334272	26187700	37
chr1	STMN1	0.0008649970519888677	26210671	119
chr1	PAFAH2	0.0006441350943075967	26286257	285
chr1	EXTL1	0.0004169413362003715	26346374	76
chr1	SLC30A2	0.0003908604818795246	26363742	37
chr1	TRIM63	0.00036779813431880344	26377794	156
chr1	PDIK1L	0.00040177773400548885	26437663	180
chr1	FAM110D	0.0004258483824850897	26485510	90
chr1	ZNF593	0.0007860965009316339	26496361	40
chr1	CNKSR1	0.0009705892384528073	26503893	58
chr1	CATSPER4	0.00041169497453525923	26517051	148
chr1	CEP85	0.0006805271374251803	26560690	294
chr1	SH3BGRL3	0.0011053278250385346	26605666	8
chr1	UBXN11	0.0008083685882339902	26607818	186
chr1	CD52	0.0006700140510055504	26644447	19
chr1	AIM1L	0.000599800320583824	26648349	173
chr1	ZNF683	0.0005587255948227806	26688124	194
chr1	LIN28A	0.0007842311673212383	26737268	188
chr1	DHDDS	0.0007880917164202863	26758772	122
chr1	HMGN2	0.0009401059986597852	26798940	107
chr1	RPS6KA1	0.0005520846439647553	26856251	382
chr1	ARID1A	0.002755638531242131	27022523	341
chr1	PIGV	0.002583796148359687	27113962	49
chr1	ZDHHC18	0.0017869422244905146	27153200	129
chr1	SFN	0.0024237124126905377	27189632	26
chr1	GPN2	0.0013139097936491224	27202623	50
chr1	GPATCH3	0.0012769275139970146	27216978	22
chr1	NUDC	0.002608965066166018	27226728	126
chr1	NR0B2	0.0018505481975740552	27237979	7
chr1	C1orf172	0.002985465606104016	27276052	56
chr1	TRNP1	0.00103762530394706	27320197	57
chr1	FAM46B	0.0007992402806687737	27331510	187
chr1	SLC9A1	0.0006582596396117936	27425305	418
chr1	WDTC1	0.0013276618868330683	27561006	312
chr1	TMEM222	0.0015033856033814927	27648650	72
chr1	SYTL1	0.001983165653164701	27668512	58
chr1	MAP3K6	0.001242255297181533	27681674	52
chr1	FCN3	0.0010318482825978639	27695602	28
chr1	CD164L2	0.0017897105190391497	27705665	20
chr1	GPR3	0.0017193781078328066	27719147	27
chr1	WASF2	0.0019048678087835902	27730729	306
chr1	AHDC1	0.0016961418420651227	27860545	214
chr1	FGR	0.0007473738644125844	27938574	120
chr1	IFI6	0.0008166170853723462	27992571	164
chr1	FAM76A	0.0008465889707265845	28052489	207
chr1	STX12	0.0009042684054264957	28099693	128
chr1	PPP1R8	0.0009843848988899965	28157288	86
chr1	THEMIS2	0.0007229471471850722	28199054	109
chr1	RPA2	0.0008521507389222533	28218034	182
chr1	SMPDL3B	0.0006509202219032152	28261503	193
chr1	XKR8	0.0013286789402650449	28285972	43
chr1	EYA3	0.0004707722864874175	28296854	671
chr1	PTAFR	0.0009200294432310639	28473676	232
chr1	DNAJC8	0.0008962688901274125	28525966	173
chr1	AL353354.2	0.003013196783672349	28527069	1
chr1	ATPIF1	0.00037046099783151666	28562619	109
chr1	SESN2	0.0014207161958000114	28586037	221
chr1	MED18	0.0011124880909395463	28655512	165
chr1	PHACTR4	0.0010377286024893235	28696113	731
chr1	RCC1	0.0009058521363368559	28832454	188
chr1	TRNAU1AP	0.0009768260524099298	28879596	118
chr1	TAF12	0.0008751622794303348	28915834	186
chr1	RAB42	0.0005904673597048597	28918711	12
chr1	GMEB1	0.0008198551385150486	28995243	211
chr1	YTHDF2	0.0007906515274042741	29063132	220
chr1	OPRD1	0.0005905165105888107	29138653	387
chr1	EPB41	0.0004073981975786344	29213602	808
chr1	TMEM200B	0.0004690881442368523	29445939	78
chr1	SRSF4	0.0003918265112933281	29474254	187
chr1	MECR	0.0003692355431878015	29519384	186
chr1	PTPRU	0.0007471974288648804	29563027	3496
chr1	MATN1	0.0005858376912259518	31184123	4038
chr1	LAPTM5	0.0006026811485388532	31205315	304
chr1	SDC3	0.0005943727306253264	31342313	517
chr1	PUM1	0.0003914587149612078	31404352	943
chr1	NKAIN1	0.0004084400211170287	31652591	662
chr1	SNRNP40	0.0005564897493295981	31732416	203
chr1	ZCCHC17	0.0005470490759190362	31769841	242
chr1	FABP3	0.0003993641966376388	31838471	123
chr1	SERINC2	0.0003194255188922373	31882411	578
chr1	AC114494.1	2.9188651065008515e-05	31902191	3
chr1	TINAGL1	0.000664094973845688	32042115	499
chr1	HCRTR1	0.0004974382949818191	32083286	95
chr1	PEF1	0.0006269048173179565	32095462	49
chr1	COL16A1	0.000888814562220765	32117847	234
chr1	BAI2	0.0007282898434075659	32192717	206
chr1	SPOCD1	0.0008000825757660856	32256022	331
chr1	PTP4A2	0.0010990815145464333	32372021	364
chr1	AL136115.1	0.0018668162316215833	32379173	3
chr1	KHDRBS1	0.0018924290541632478	32479429	215
chr1	TMEM39B	0.0016662448228298686	32537631	107
chr1	KPNA6	0.0010770080099701512	32573638	190
chr1	TXLNA	0.0008685469495078215	32645286	71
chr1	CCDC28B	0.0010981452511883356	32665986	14
chr1	IQCC	0.001179921711873828	32671235	11
chr1	DCDC2B	0.001305247797651302	32674694	23
chr1	TMEM234	0.00066336477357652	32680072	22
chr1	EIF3I	0.0016606195209897048	32687528	46
chr1	FAM167B	0.000933731645564606	32712833	37
chr1	LCK	0.0008276260662478012	32716839	100
chr1	HDAC1	0.0012951799687128528	32757686	91
chr1	MARCKSL1	0.0020999600181570758	32799432	14
chr1	TSSK3	0.0008969075231676985	32817121	27
chr1	FAM229A	0.0015120701853359216	32826870	3
chr1	BSDC1	0.0011219172385301972	32830703	123
chr1	RP1-27O5.3	0.0005098303910128166	32930657	266
chr1	ZBTB8B	0.0006838937550770745	32930669	60
chr1	ZBTB8A	0.0003268719812866351	33005027	226
chr1	ZBTB8OS	0.002030920342893328	33065772	196
chr1	RBBP4	0.00261772909026597	33116742	135
chr1	SYNC	0.0016888084103174556	33145506	156
chr1	KIAA1522	0.0011719465066703546	33207485	173
chr1	YARS	0.0007052510036771611	33240839	130
chr1	S100PBP	0.0012269363328065504	33282367	153
chr1	FNDC5	0.0010759634195526984	33327868	53
chr1	HPCA	0.0007092462592609016	33351594	49
chr1	TMEM54	0.0010407911257433616	33360194	72
chr1	RNF19B	0.0007946031924153551	33402045	182
chr1	FKSG48	0.0011243477770018632	33439267	84
chr1	AK2	0.0011018894135236014	33473584	280
chr1	ADC	0.0011777871708611473	33546704	153
chr1	TRIM62	0.0007998783138625749	33611002	334
chr1	ZNF362	0.0007778616592513428	33722145	279
chr1	A3GALT2	0.000474165369177459	33772366	74
chr1	PHC2	0.0007903858610147648	33789223	615
chr1	ZSCAN20	0.0005254184342034711	33938245	186
chr1	CSMD2	0.0008491223902544467	33979608	2779
chr1	HMGB4	0.0011833111433079524	34326075	14
chr1	C1orf94	0.0005465072381527718	34632483	1524
chr1	SMIM12	0.000683263063860427	35178337	1924
chr1	GJB5	0.0004276727317982519	35220647	20
chr1	GJB4	0.0013639819648485173	35225341	28
chr1	GJB3	0.00035831499230793405	35246789	19
chr1	GJA4	0.00019281709188253494	35258598	14
chr1	DLGAP3	0.00045488553049879515	35331036	229
chr1	ZMYM6	0.00046191384175185804	35447133	234
chr1	ZMYM6NB	0.00038360736668696926	35447135	12
chr1	ZMYM1	0.0004816061132524693	35525386	265
chr1	SFPQ	0.0011097640876026962	35641978	328
chr1	ZMYM4	0.0007583647060732086	35734567	545
chr1	KIAA0319L	0.0006280175078952361	35899090	327
chr1	NCDN	0.001048420687811607	36023073	29
chr1	TFAP2E	0.0004807939865096427	36038970	70
chr1	PSMB2	0.0006234483274228146	36067184	209
chr1	C1orf216	0.00041512863619997303	36179475	120
chr1	CLSPN	0.0006353939682427561	36185818	165
chr1	AGO4	0.0005384251057695981	36273772	170
chr1	AGO1	0.0011576774839162922	36335408	156
chr1	AGO3	0.0010421573544325238	36396318	286
chr1	TEKT2	0.0005378681939025787	36549675	20
chr1	ADPRHL2	0.002611696165545247	36554475	10
chr1	COL8A2	0.0007509793517461599	36560836	114
chr1	TRAPPC3	0.00044731753870903655	36602172	66
chr1	MAP7D1	0.0015246762907052981	36621179	119
chr1	THRAP3	0.0009778444270319498	36690016	241
chr1	SH3D21	0.00047841808597119613	36771987	41
chr1	EVA1B	0.0016622329829891044	36787631	3
chr1	RP11-268J15.5	0.0004876769338507579	36789334	41
chr1	STK40	0.0006962535850070677	36805224	125
chr1	LSM10	0.0009892599232580537	36856838	119
chr1	OSCP1	0.000561257822437759	36881427	276
chr1	MRPS15	0.00032460336442389825	36921318	63
chr1	CSF3R	0.0005950638716848243	36931643	685
chr1	GRIK3	0.0006745224935808298	37261127	2256
chr1	ZC3H12A	0.00043803419150891145	37940152	1215
chr1	MEAF6	0.0002460943733861862	37958175	171
chr1	SNIP1	0.0003421404999145006	38000049	113
chr1	DNALI1	0.00073479290875279	38022519	47
chr1	GNL2	0.00043730533987788335	38032416	133
chr1	RSPO1	0.0006470902932818248	38076950	239
chr1	C1orf109	0.0006728774727910636	38147241	151
chr1	CDCA8	0.0008636961306807539	38158089	92
chr1	EPHA10	0.0004192732358828883	38179551	366
chr1	MANEAL	0.0003809108048210694	38259473	89
chr1	YRDC	0.00022872028670721878	38268615	14
chr1	C1orf122	0.00011146007490841906	38272650	4
chr1	MTF1	0.000974191793324329	38275238	145
chr1	AL929472.1	0.001841673206477202	38292231	5
chr1	INPP5B	0.0005462414267549071	38326368	387
chr1	SF3A3	0.0005384374006872622	38422646	209
chr1	FHL3	0.0010965806119287087	38462441	52
chr1	UTP11L	0.0006654046146974633	38474929	85
chr1	POU3F1	0.0009493204889874398	38509522	1681
chr1	RRAGC	0.0007021152090042277	39303869	1565
chr1	MYCBP	0.0032984055574547567	39328635	10
chr1	GJA9	0.0012323420243000038	39330174	79
chr1	RHBDL2	0.0004938502734503038	39351478	411
chr1	AKIRIN1	0.0007071261711855068	39456894	236
chr1	NDUFS5	0.0005119786815875691	39491989	234
chr1	MACF1	0.0008348527972120954	39546987	1545
chr1	KIAA0754	0.0006020590789909529	39876150	24
chr1	BMP8A	0.0012605364674496042	39957317	254
chr1	PABPC4	0.0009374435480084567	40026487	235
chr1	HEYL	0.0010586256456642776	40089824	227
chr1	NT5C1A	0.0009468240901968276	40124792	96
chr1	HPCAL4	0.0006283149751566415	40144319	112
chr1	PPIE	0.0005904563339915427	40157853	280
chr1	BMP8B	0.0004224723865870308	40222853	328
