Chromosome	Gene	Score	Gene_start	Number_of_SNP
chr1	TAS1R1	0.02497692224090237	6615240	94
chr1	ZBTB48	0.025134943483771415	6640060	27
chr1	KLHL21	0.02552252656882606	6650783	97
chr1	PHF13	0.021787802132183412	6673744	38
chr1	THAP3	0.018990044826083186	6684925	40
chr1	DNAJC11	0.015222152155112101	6694227	466
chr1	CAMTA1	0.01643857342781729	6845383	4474
chr1	VAMP3	0.016680621401824428	7831328	57
chr1	PER3	0.013369138334459036	7844379	330
chr1	UTS2	0.011309842967560317	7903142	304
chr1	TNFRSF9	0.01276914831610442	7979906	282
chr1	PARK7	0.013897541096808096	8014350	152
chr1	ERRFI1	0.01703213380439264	8064463	668
chr1	SLC45A1	0.019638037721188672	8377885	843
chr1	RERE	0.017954906720652496	8412456	1329
chr1	ENO1	0.019470826763601717	8921060	280
chr1	CA6	0.021948920519233972	9005925	446
chr1	SLC2A7	0.01935930593254065	9063358	182
chr1	SLC2A5	0.015800982671954105	9095165	375
chr1	GPR157	0.01531319833568589	9160363	353
chr1	H6PD	0.0152330546593733	9294833	573
chr1	SPSB1	0.014524492026549284	9352938	1057
chr1	SLC25A33	0.016312563533587458	9599540	398
chr1	TMEM201	0.014649862540107009	9648931	117
chr1	PIK3CD	0.022331653217102673	9711789	333
chr1	C1orf200	0.029605037407669406	9712667	10
chr1	CLSTN1	0.01944590556117629	9789083	323
chr1	CTNNBIP1	0.02523175295848048	9908333	246
chr1	LZIC	0.018319029161897232	9982172	106
chr1	NMNAT1	0.016518971634098732	10003485	174
chr1	RBP7	0.01962367278241735	10057263	113
chr1	UBE4B	0.018900666907567403	10092889	692
chr1	KIF1B	0.01485398864153603	10270862	937
chr1	PGD	0.0166575434868745	10458648	146
chr1	APITD1	0.023409345240813617	10490158	34
chr1	APITD1-CORT	0.0184671106927687	10490158	101
chr1	CORT	0.018222958661029014	10509775	5
chr1	DFFA	0.020503088477680762	10516578	65
chr1	PEX14	0.0249553725373365	10532344	630
chr1	CASZ1	0.016018381658255993	10696660	1019
chr1	C1orf127	0.017225032067308056	11006527	582
chr1	TARDBP	0.026147428671829107	11072413	86
chr1	MASP2	0.030417461077748044	11086579	98
chr1	SRM	0.03748615585158356	11114640	33
chr1	EXOSC10	0.02985499133794505	11126674	166
chr1	MTOR	0.03142030385377229	11166591	505
chr1	ANGPTL7	0.032554301001083315	11249397	22
chr1	UBIAD1	0.016300676261555277	11333262	432
chr1	PTCHD2	0.019611390638897094	11539222	973
chr1	FBXO2	0.01732525709764915	11708423	287
chr1	FBXO44	0.01698953012494209	11714431	37
chr1	FBXO6	0.01662585790741341	11724180	62
chr1	MAD2L2	0.009392804522716814	11734536	79
chr1	DRAXIN	0.015282589551730374	11751785	167
chr1	AGTRAP	0.019774352735153055	11796140	102
chr1	C1orf167	0.027160444364470092	11821843	177
chr1	MTHFR	0.02782296974466304	11845779	103
chr1	CLCN6	0.02498040141142336	11866206	255
chr1	NPPA	0.023618527070415233	11905765	51
chr1	NPPB	0.019425489739221098	11917520	222
chr1	KIAA2013	0.012023711796587797	11979647	284
chr1	PLOD1	0.01846909731913682	11994261	203
chr1	MFN2	0.01579845447894995	12040237	156
chr1	MIIP	0.011156725072119173	12079522	86
chr1	TNFRSF8	0.02272139557733666	12123433	399
chr1	TNFRSF1B	0.016425138733077167	12227059	274
chr1	VPS13D	0.025835563442698523	12290123	1089
chr1	DHRS3	0.016539216093960953	12627938	506
chr1	AADACL4	0.023020511527622915	12704565	241
chr1	AADACL3	0.013839974200224888	12776117	165
chr1	C1orf158	0.01048424098456005	12806162	134
chr1	PRAMEF12	0.010000516415421785	12834983	49
chr1	PRAMEF1	0.00800840053435351	12851545	239
chr1	PRAMEF11	0.006290041094332889	12884467	47
chr1	HNRNPCL1	0.004667422277864924	12907260	83
chr1	PRAMEF2	0.0051787975964267055	12916940	67
chr1	PRAMEF4	0.011515581046848153	12939044	6
chr1	PRAMEF6	0.008856233311033827	12998180	17
chr1	PRAMEF26	0.01023903878260372	13216355	79
chr1	PRAMEF18	0.005486794108414254	13474688	4
chr1	PRAMEF16	0.0016427342121003905	13495253	1
chr1	PRAMEF19	0.003289560402165173	13694888	3
chr1	PRAMEF20	0.006333351218955321	13736906	1
chr1	LRRC38	0.020971839696330243	13801444	582
chr1	PDPN	0.014964316408193673	13909959	635
chr1	PRDM2	0.01959530237939192	14026692	3178
chr1	KAZN	0.020516781569886403	14925199	4758
chr1	TMEM51	0.013461974814701927	15479027	673
chr1	C1orf195	0.018052481833010933	15490839	35
chr1	FHAD1	0.01957740557431669	15573767	803
chr1	EFHD2	0.01946840156940279	15736390	127
chr1	CTRC	0.026358751088360326	15764934	68
chr1	CELA2A	0.024533356683090965	15783222	73
chr1	CELA2B	0.015262793754378433	15792403	124
chr1	CASP9	0.013055240638478356	15817326	207
chr1	DNAJC16	0.013986385286507213	15853307	348
chr1	AGMAT	0.013285863985908242	15898847	86
chr1	DDI2	0.014956559081428391	15943994	271
chr1	RSC1A1	0.020773955124102808	15986363	5
chr1	PLEKHM2	0.021330577665274353	16010826	270
chr1	SLC25A34	0.016214258874340554	16062899	16
chr1	TMEM82	0.012910620680994645	16068916	57
chr1	FBLIM1	0.013298653196264904	16083101	346
chr1	SPEN	0.013667271487070237	16174358	524
chr1	ZBTB17	0.01606721525270282	16268363	184
chr1	C1orf64	0.015080894218176552	16330730	154
chr1	HSPB7	0.012079841133707555	16340522	72
chr1	CLCNKA	0.020951585211466908	16345369	151
chr1	CLCNKB	0.013327719738421699	16370271	225
chr1	FAM131C	0.013645503834289256	16384263	240
chr1	EPHA2	0.02113544518658497	16450831	322
chr1	ARHGEF19	0.023121832132473166	16524348	247
chr1	C1orf134	0.01720009377004221	16555367	38
chr1	RSG1	0.017368112689406516	16558194	34
chr1	FBXO42	0.015174594625411755	16573333	382
chr1	SZRD1	0.012664788188774008	16679069	149
chr1	SPATA21	0.014642348536076714	16713611	227
chr1	NECAP2	0.016461918952700664	16767166	291
chr1	AL355149.2	0.011799122371638642	16865560	157
chr1	NBPF1	0.026986834615879973	16888813	6
chr1	AL137798.1	0.009103840182526754	16999497	7
chr1	AL021920.2	0.03025684267125729	17060446	1
chr1	CROCC	0.017951803315711397	17066767	181
chr1	MFAP2	0.02215620201935914	17300996	37
chr1	ATP13A2	0.023967807873012704	17312452	100
chr1	SDHB	0.019664088429233582	17345216	209
chr1	PADI2	0.01783201825994205	17393255	587
chr1	PADI1	0.01563116500128804	17531620	488
chr1	PADI3	0.021487736802847743	17575592	328
chr1	PADI4	0.024208939125637496	17634689	461
chr1	AC004824.2	0.01547374494505439	17655506	180
chr1	RCC2	0.01843811101574381	17733255	569
chr1	ARHGEF10L	0.020562841888682366	17866329	908
chr1	ACTL8	0.021376442776672944	18081807	1121
chr1	IGSF21	0.02016988438452329	18434239	2248
chr1	KLHDC7A	0.018430724696717478	18807423	735
chr1	PAX7	0.018713018455864393	18957499	1157
chr1	TAS1R2	0.01519354044738611	19166092	423
chr1	RP13-279N23.2	0.013468261637286125	19175766	181
chr1	ALDH4A1	0.018676526247545695	19197925	206
chr1	IFFO2	0.020740707012954072	19230774	693
chr1	UBR4	0.016776922185420685	19400999	759
chr1	EMC1	0.020244951927153382	19542157	168
chr1	MRTO4	0.026526651975525138	19578032	135
chr1	AKR7A3	0.02695877174297762	19609051	166
chr1	AKR7A2	0.02321444264573084	19630458	65
chr1	PQLC2	0.01334025865593103	19638819	153
chr1	CAPZB	0.01619853114050918	19665266	1143
chr1	MINOS1-NBL1	0.017038886131640247	19923472	369
chr1	MINOS1	0.02154690409721913	19923476	112
chr1	NBL1	0.017381425750604158	19967047	113
chr1	HTR6	0.019486173429180083	19991779	90
chr1	TMCO4	0.013640587206818476	20008705	545
chr1	RNF186	0.023745027300682283	20140522	256
chr1	OTUD3	0.025946935524078434	20209005	305
chr1	PLA2G2E	0.016637178323202374	20246501	181
chr1	PLA2G2A	0.018975047875449156	20301924	283
chr1	PLA2G5	0.0184347397782428	20354671	445
chr1	PLA2G2D	0.019462469041307613	20438431	116
chr1	PLA2G2F	0.018415713200570144	20465818	91
chr1	PLA2G2C	0.01374921216791325	20487745	102
chr1	UBXN10	0.017706516039413697	20512577	228
chr1	VWA5B1	0.017020232801862503	20617411	868
chr1	CAMK2N1	0.018147158088499274	20808883	244
chr1	MUL1	0.019624915637793505	20825942	148
chr1	FAM43B	0.016514317573438582	20878931	257
chr1	CDA	0.013562558013910314	20915440	399
chr1	PINK1	0.010135553730458163	20959947	141
chr1	DDOST	0.013664014133470365	20978269	53
chr1	KIF17	0.018219624403899976	20990506	290
chr1	SH2D5	0.019960725529205615	21046224	74
chr1	HP1BP3	0.0166825018776659	21069153	206
chr1	EIF4G3	0.016505293024166288	21132962	1350
chr1	ECE1	0.017225970905361133	21543739	895
chr1	NBPF3	0.01351902451627143	21766620	621
chr1	ALPL	0.013327083427966435	21835857	553
chr1	RAP1GAP	0.015353614281711968	21922707	485
chr1	USP48	0.01826435942475985	22004790	607
chr1	LDLRAD2	0.015366879150153757	22138757	133
chr1	HSPG2	0.022386547271208406	22148737	671
chr1	CELA3B	0.02001288193941099	22303513	434
chr1	CELA3A	0.019013514129148517	22328148	210
chr1	CDC42	0.02225023233071865	22379119	381
chr1	WNT4	0.01734071163429536	22443797	1164
chr1	ZBTB40	0.018341423324542264	22778343	1038
chr1	EPHA8	0.014869361098964997	22890056	408
chr1	C1QA	0.02487515810945025	22962998	91
chr1	C1QC	0.016285487954339727	22970122	52
chr1	C1QB	0.01902950164256085	22979254	151
chr1	EPHB2	0.02139981202151928	23037331	842
chr1	LACTBL1	0.014077059451966878	23279535	234
chr1	C1orf234	0.016456774446208654	23337326	83
chr1	KDM1A	0.01722033890003253	23345940	143
chr1	LUZP1	0.013849631454882822	23410515	319
chr1	HTR1D	0.012408847863670969	23516992	288
chr1	HNRNPR	0.0230369509735523	23630263	277
chr1	ZNF436	0.02257759781735471	23685940	71
chr1	C1orf213	0.023592828720375842	23695489	20
chr1	TCEA3	0.024911325793834097	23707553	183
chr1	ASAP3	0.019948460180121603	23755055	281
chr1	E2F2	0.01708866817392483	23832921	189
chr1	ID3	0.023320506125877518	23884408	90
chr1	MDS2	0.02169096231889125	23907984	346
chr1	RPL11	0.013997301327685686	24018268	192
chr1	TCEB3	0.024227758721619735	24069644	107
chr1	PITHD1	0.021544680023526754	24104894	39
chr1	LYPLA2	0.02180589483290609	24117459	9
chr1	GALE	0.025071838848382398	24122088	5
chr1	HMGCL	0.02883589431690714	24128374	92
chr1	FUCA1	0.02352020095614961	24171566	99
chr1	CNR2	0.01714752469529742	24197015	297
chr1	PNRC2	0.01894657570911831	24285598	6
chr1	SRSF10	0.013505882244617937	24291293	26
chr1	MYOM3	0.015109767712285466	24382524	400
chr1	IL22RA1	0.016846317972014285	24446260	146
chr1	IFNLR1	0.013140677814051722	24480646	517
chr1	GRHL3	0.014834548928825703	24645811	445
chr1	STPG1	0.016055212608392835	24683488	239
chr1	NIPAL3	0.014876877503067718	24742283	289
chr1	RCAN3	0.020352862848044526	24829386	260
chr1	NCMAP	0.018806018148142655	24882601	437
chr1	SRRM1	0.018176919577241258	24958206	269
chr1	CLIC4	0.025689976785266376	25071847	507
chr1	RUNX3	0.015474614346138787	25226001	1127
chr1	SYF2	0.016548918263216954	25549169	585
chr1	C1orf63	0.01933439162367684	25568727	86
chr1	RHD	0.02038044485222586	25598883	69
chr1	TMEM50A	0.017502238613687507	25664407	50
chr1	RHCE	0.014841947784294098	25688739	137
chr1	TMEM57	0.013525529863986497	25757387	209
chr1	LDLRAP1	0.017996180901707723	25870070	222
chr1	MAN1C1	0.025482539777688842	25943958	605
chr1	SEPN1	0.010198035430948387	26126666	76
chr1	RP1-317E23.6	0.017887678378888477	26137960	31
chr1	AL020996.1	0.016762985791805282	26145211	8
chr1	MTFR1L	0.01115869316033504	26145130	35
chr1	AUNIP	0.010880493773574057	26158413	101
chr1	PAQR7	0.021571804399112108	26187700	37
chr1	STMN1	0.01914692445098555	26210671	119
chr1	PAFAH2	0.013897496779868353	26286257	285
chr1	EXTL1	0.014272961264508721	26346374	76
chr1	SLC30A2	0.01158711214067007	26363742	37
chr1	TRIM63	0.010875694884027062	26377794	156
chr1	PDIK1L	0.010260386938217545	26437663	180
chr1	FAM110D	0.013450351297061848	26485510	90
chr1	ZNF593	0.019648497516904766	26496361	40
chr1	CNKSR1	0.022986231563110124	26503893	58
chr1	CATSPER4	0.014390307542833061	26517051	148
chr1	CEP85	0.020344580664542544	26560690	294
chr1	SH3BGRL3	0.027014199115579205	26605666	8
chr1	UBXN11	0.02314178930167089	26607818	186
chr1	CD52	0.02157347826326247	26644447	19
chr1	AIM1L	0.018240232528436724	26648349	173
chr1	ZNF683	0.017308281935854854	26688124	194
chr1	LIN28A	0.0198275050621307	26737268	188
chr1	DHDDS	0.02042952632825989	26758772	122
chr1	HMGN2	0.024416287729383212	26798940	107
chr1	RPS6KA1	0.01793039242395184	26856251	382
chr1	ARID1A	0.04117820996293279	27022523	341
chr1	PIGV	0.03591515503114075	27113962	49
chr1	ZDHHC18	0.03243935553745976	27153200	129
chr1	SFN	0.04132923032583756	27189632	26
chr1	GPN2	0.028111452543084215	27202623	50
chr1	GPATCH3	0.026027203039415348	27216978	22
chr1	NUDC	0.040734681084903406	27226728	126
chr1	NR0B2	0.030884877426543215	27237979	7
chr1	C1orf172	0.04302037380111982	27276052	56
chr1	TRNP1	0.025819669018287188	27320197	57
chr1	FAM46B	0.02210584819977865	27331510	187
chr1	SLC9A1	0.016676502968725183	27425305	418
chr1	WDTC1	0.029945517799224327	27561006	312
chr1	TMEM222	0.031023551745600966	27648650	72
chr1	SYTL1	0.032632643974299796	27668512	58
chr1	MAP3K6	0.026070365094728303	27681674	52
chr1	FCN3	0.018887116406469073	27695602	28
chr1	CD164L2	0.03922747957521603	27705665	20
chr1	GPR3	0.0364847150643933	27719147	27
chr1	WASF2	0.036791935507894336	27730729	306
chr1	AHDC1	0.03274601628642255	27860545	214
chr1	FGR	0.020505797616823977	27938574	120
chr1	IFI6	0.020087181277337274	27992571	164
chr1	FAM76A	0.017757406254514174	28052489	207
chr1	STX12	0.02203215844656038	28099693	128
chr1	PPP1R8	0.02131767469006461	28157288	86
chr1	THEMIS2	0.02036192561004752	28199054	109
chr1	RPA2	0.021136030749228575	28218034	182
chr1	SMPDL3B	0.014923485317266998	28261503	193
chr1	XKR8	0.029050308731389946	28285972	43
chr1	EYA3	0.015623743510427836	28296854	671
chr1	PTAFR	0.022526333538234963	28473676	232
chr1	DNAJC8	0.020724773592751197	28525966	173
chr1	AL353354.2	0.05489259315857057	28527069	1
chr1	ATPIF1	0.015511032155951123	28562619	109
chr1	SESN2	0.029610292418869172	28586037	221
chr1	MED18	0.025396693711570644	28655512	165
chr1	PHACTR4	0.02859152405552799	28696113	731
chr1	RCC1	0.02611426937144101	28832454	188
chr1	TRNAU1AP	0.024836732309369926	28879596	118
chr1	TAF12	0.022865198197604703	28915834	186
chr1	RAB42	0.019655141499280018	28918711	12
chr1	GMEB1	0.018220316621737048	28995243	211
chr1	YTHDF2	0.01961055392153129	29063132	220
chr1	OPRD1	0.0178429013616008	29138653	387
chr1	EPB41	0.014542611140966185	29213602	808
chr1	TMEM200B	0.015749397277068613	29445939	78
chr1	SRSF4	0.01404326422659047	29474254	187
chr1	MECR	0.013595960367687673	29519384	186
chr1	PTPRU	0.0187605438781165	29563027	3496
chr1	MATN1	0.016165015331994662	31184123	4038
chr1	LAPTM5	0.01850851388540465	31205315	304
chr1	SDC3	0.017754014076120178	31342313	517
chr1	PUM1	0.012869389347451249	31404352	943
chr1	NKAIN1	0.013028578686993978	31652591	662
chr1	SNRNP40	0.012721076820460678	31732416	203
chr1	ZCCHC17	0.013562914422136271	31769841	242
chr1	FABP3	0.01223778069411242	31838471	123
chr1	SERINC2	0.011837845341142383	31882411	578
chr1	AC114494.1	0.005222947977427765	31902191	3
chr1	TINAGL1	0.020299274582405293	32042115	499
chr1	HCRTR1	0.017505852563153235	32083286	95
chr1	PEF1	0.01911960590883723	32095462	49
chr1	COL16A1	0.021194952491788353	32117847	234
chr1	BAI2	0.01853755587536924	32192717	206
chr1	SPOCD1	0.01785600435477693	32256022	331
chr1	PTP4A2	0.022340205728275025	32372021	364
chr1	AL136115.1	0.03045593353498136	32379173	3
chr1	KHDRBS1	0.03276429925618301	32479429	215
chr1	TMEM39B	0.02722698208689977	32537631	107
chr1	KPNA6	0.02373634181604348	32573638	190
chr1	TXLNA	0.021313278088916747	32645286	71
chr1	CCDC28B	0.025460136056980835	32665986	14
chr1	IQCC	0.02596082022470185	32671235	11
chr1	DCDC2B	0.02810329549449402	32674694	23
chr1	TMEM234	0.02084437454271226	32680072	22
chr1	EIF3I	0.03023842444389187	32687528	46
chr1	FAM167B	0.023839674446187453	32712833	37
chr1	LCK	0.02101858319965741	32716839	100
chr1	HDAC1	0.024447121293638116	32757686	91
chr1	MARCKSL1	0.03272643756077224	32799432	14
chr1	TSSK3	0.023708498396440535	32817121	27
chr1	FAM229A	0.03395366973001585	32826870	3
chr1	BSDC1	0.02386306309802757	32830703	123
chr1	RP1-27O5.3	0.013973754792434087	32930657	266
chr1	ZBTB8B	0.018024851666558133	32930669	60
chr1	ZBTB8A	0.011385864837037088	33005027	226
chr1	ZBTB8OS	0.03823718953656185	33065772	196
chr1	RBBP4	0.044130120812460975	33116742	135
chr1	SYNC	0.03465182817884357	33145506	156
chr1	KIAA1522	0.027030315989250212	33207485	173
chr1	YARS	0.020795040054720767	33240839	130
chr1	S100PBP	0.0237468464591288	33282367	153
chr1	FNDC5	0.021892195388271127	33327868	53
chr1	HPCA	0.020012119488472993	33351594	49
chr1	TMEM54	0.02703062012183073	33360194	72
chr1	RNF19B	0.022005677253718957	33402045	182
chr1	FKSG48	0.021548823029242933	33439267	84
chr1	AK2	0.02227770454923761	33473584	280
chr1	ADC	0.025260448190143784	33546704	153
chr1	TRIM62	0.018867805022175048	33611002	334
chr1	ZNF362	0.018800337091567573	33722145	279
chr1	A3GALT2	0.014483391683978612	33772366	74
chr1	PHC2	0.018920050569110437	33789223	615
chr1	ZSCAN20	0.012115804960366757	33938245	186
chr1	CSMD2	0.01907332462414942	33979608	2779
chr1	HMGB4	0.028136634124834723	34326075	14
chr1	C1orf94	0.016937215650087042	34632483	1524
chr1	SMIM12	0.017912702245709206	35178337	1924
chr1	GJB5	0.015345843441843194	35220647	20
chr1	GJB4	0.022762130472129515	35225341	28
chr1	GJB3	0.014830846819919957	35246789	19
chr1	GJA4	0.011898514169657431	35258598	14
chr1	DLGAP3	0.015295895213606827	35331036	229
chr1	ZMYM6	0.014831079638208155	35447133	234
chr1	ZMYM6NB	0.014828121824007534	35447135	12
chr1	ZMYM1	0.014597156832474787	35525386	265
chr1	SFPQ	0.026118123635318704	35641978	328
chr1	ZMYM4	0.021245016984465622	35734567	545
chr1	KIAA0319L	0.018768955566673858	35899090	327
chr1	NCDN	0.02041942154564883	36023073	29
chr1	TFAP2E	0.01647443603971351	36038970	70
chr1	PSMB2	0.020479636180068886	36067184	209
chr1	C1orf216	0.013337050655399871	36179475	120
chr1	CLSPN	0.016194333759809255	36185818	165
chr1	AGO4	0.015197346072777729	36273772	170
chr1	AGO1	0.023501219533042256	36335408	156
chr1	AGO3	0.02305612286828629	36396318	286
chr1	TEKT2	0.017719290059016506	36549675	20
chr1	ADPRHL2	0.029658236246964932	36554475	10
chr1	COL8A2	0.01576490505965174	36560836	114
chr1	TRAPPC3	0.016743673459457806	36602172	66
chr1	MAP7D1	0.03020522181350686	36621179	119
chr1	THRAP3	0.017023997239901903	36690016	241
chr1	SH3D21	0.01380560519111906	36771987	41
chr1	EVA1B	0.029985416164353875	36787631	3
chr1	RP11-268J15.5	0.014825672806976253	36789334	41
chr1	STK40	0.01576121898775574	36805224	125
chr1	LSM10	0.026987485463978216	36856838	119
chr1	OSCP1	0.018878931496952887	36881427	276
chr1	MRPS15	0.01456832494730914	36921318	63
chr1	CSF3R	0.018130540676186628	36931643	685
chr1	GRIK3	0.01821418968336508	37261127	2256
chr1	ZC3H12A	0.014826275007226898	37940152	1215
chr1	MEAF6	0.010187077842222766	37958175	171
chr1	SNIP1	0.013341823894422263	38000049	113
chr1	DNALI1	0.016624525577252452	38022519	47
chr1	GNL2	0.01489911861504919	38032416	133
chr1	RSPO1	0.018589615844607974	38076950	239
chr1	C1orf109	0.016221973181938455	38147241	151
chr1	CDCA8	0.015682316453051685	38158089	92
chr1	EPHA10	0.014809158569180131	38179551	366
chr1	MANEAL	0.015895812790678997	38259473	89
chr1	YRDC	0.01319311631633491	38268615	14
chr1	C1orf122	0.010010210993320211	38272650	4
chr1	MTF1	0.020291579013485196	38275238	145
chr1	AL929472.1	0.03340716226533951	38292231	5
chr1	INPP5B	0.01511754747500306	38326368	387
chr1	SF3A3	0.017029707822456264	38422646	209
chr1	FHL3	0.02500801366813605	38462441	52
chr1	UTP11L	0.016118815256028523	38474929	85
chr1	POU3F1	0.020846457146590777	38509522	1681
chr1	RRAGC	0.017632226728682306	39303869	1565
chr1	MYCBP	0.029833718143909654	39328635	10
chr1	GJA9	0.02028899406484573	39330174	79
chr1	RHBDL2	0.016264122550164038	39351478	411
chr1	AKIRIN1	0.01318395504172904	39456894	236
chr1	NDUFS5	0.014832595882952916	39491989	234
chr1	MACF1	0.019350503245724154	39546987	1545
chr1	KIAA0754	0.019811679116293317	39876150	24
chr1	BMP8A	0.025601323407780388	39957317	254
chr1	PABPC4	0.020719435517116566	40026487	235
chr1	HEYL	0.021717374414655818	40089824	227
chr1	NT5C1A	0.023114358725056145	40124792	96
chr1	HPCAL4	0.01674420868004387	40144319	112
chr1	PPIE	0.01693212866426404	40157853	280
chr1	BMP8B	0.011886654295228342	40222853	328
chr1	OXCT2	0.00955940129154751	40235194	3
chr1	TRIT1	0.01922170909787408	40306722	328
chr1	MYCL	0.018308944239292736	40361097	162
chr1	MFSD2A	0.01960892888956025	40420801	230
chr1	CAP1	0.017575655061521363	40505904	361
chr1	PPT1	0.015366846150318473	40538378	239
chr1	RLF	0.01813674344292439	40627044	254
chr1	TMCO2	0.017366037939633195	40711618	30
chr1	ZMPSTE24	0.017614480594715928	40723778	104
chr1	COL9A2	0.015999545317425392	40766158	175
chr1	SMAP2	0.013580870662345906	40810521	410
chr1	ZFP69B	0.013968271971175198	40915773	205
chr1	ZFP69	0.012445211176419705	40942886	149
chr1	EXO5	0.018099326375131064	40974412	121
chr1	ZNF684	0.016476912203152713	40997232	367
chr1	RIMS3	0.017569158801576626	41086350	409
chr1	NFYC	0.021797257318689794	41157319	388
chr1	KCNQ4	0.016855035521441533	41249683	320
chr1	CITED4	0.013600621788666474	41326728	436
