Chromosome	Gene	Score	Gene_start	Number_of_SNP
chr1	DFFB	0.0032026216543698245	3773844	229
chr1	C1orf174	0.002981287064058673	3805688	2035
chr1	AJAP1	0.003426218213592987	4714791	7701
chr1	NPHP4	0.0038685528233768883	5922870	3494
chr1	KCNAB2	0.005047933317531084	6051525	542
chr1	AL035406.1	0.004406401004645956	6100629	5
chr1	CHD5	0.0031481458139093516	6161852	450
chr1	RPL22	0.002251993839073002	6241328	85
chr1	RNF207	0.0048147987790772	6265534	65
chr1	ICMT	0.009394751251903656	6281252	78
chr1	HES3	0.002107632620785853	6304251	20
chr1	GPR153	0.0023947162401979885	6307405	68
chr1	ACOT7	0.0031625498624593233	6324328	774
chr1	HES2	0.003220690257235262	6472477	111
chr1	ESPN	0.003095613147568323	6484847	164
chr1	TNFRSF25	0.004631551567011838	6521210	21
chr1	PLEKHG5	0.0026839123380859773	6526151	259
chr1	NOL9	0.0011882358746022536	6581406	201
chr1	TAS1R1	0.0033464687060195328	6615240	99
chr1	ZBTB48	0.003579461799782182	6640060	28
chr1	KLHL21	0.008341553276250227	6650783	107
chr1	PHF13	0.00420549779708583	6673744	38
chr1	THAP3	0.0031486341810604062	6684925	42
chr1	DNAJC11	0.003925514419194158	6694227	501
chr1	CAMTA1	0.004332498536229909	6845383	4702
chr1	VAMP3	0.0034881880751679514	7831328	60
chr1	PER3	0.00462652773654668	7844379	348
chr1	UTS2	0.004995302405551033	7903142	311
chr1	TNFRSF9	0.0047520416137238645	7979906	296
chr1	PARK7	0.004998132928691736	8014350	163
chr1	ERRFI1	0.003928953595923149	8064463	717
chr1	SLC45A1	0.003636307167834994	8377885	893
chr1	RERE	0.011983180269347493	8412456	1449
chr1	ENO1	0.007343066032286748	8921060	297
chr1	CA6	0.003756127412821232	9005925	461
chr1	SLC2A7	0.004371788256876893	9063358	188
chr1	SLC2A5	0.0023381238181460606	9095165	403
chr1	GPR157	0.0036017117668120458	9160363	382
chr1	H6PD	0.004968049816931491	9294833	615
chr1	SPSB1	0.004976886545247087	9352938	1130
chr1	SLC25A33	0.005472881498465991	9599540	444
chr1	TMEM201	0.00635090217753576	9648931	131
chr1	PIK3CD	0.0039633387295567426	9711789	420
chr1	C1orf200	0.003765088513595844	9712667	10
chr1	CLSTN1	0.006374518490464253	9789083	381
chr1	CTNNBIP1	0.005351725875128921	9908333	275
chr1	LZIC	0.003079156202866418	9982172	109
chr1	NMNAT1	0.003564485524957737	10003485	186
chr1	RBP7	0.003847575393640805	10057263	123
chr1	UBE4B	0.004375237447539206	10092889	726
chr1	KIF1B	0.00883023413403975	10270862	975
chr1	PGD	0.008831919617534104	10458648	156
chr1	APITD1	0.005831238510437115	10490158	35
chr1	APITD1-CORT	0.0062891299285969485	10490158	108
chr1	CORT	0.007510764153367459	10509775	5
chr1	DFFA	0.00973466563629945	10516578	70
chr1	PEX14	0.009262431178240157	10532344	671
chr1	CASZ1	0.003657486936135148	10696660	1068
chr1	C1orf127	0.004143159314466436	11006527	632
chr1	TARDBP	0.005006769248426754	11072413	92
chr1	MASP2	0.003683397480138977	11086579	100
chr1	SRM	0.002936775494769872	11114640	33
chr1	EXOSC10	0.002337828301860182	11126674	169
chr1	MTOR	0.0022685869307127755	11166591	535
chr1	ANGPTL7	0.0032621781818335236	11249397	24
chr1	UBIAD1	0.004762711849984142	11333262	445
chr1	PTCHD2	0.002972976725332384	11539222	1007
chr1	FBXO2	0.0031007532642975855	11708423	295
chr1	FBXO44	0.0039442490594372775	11714431	37
chr1	FBXO6	0.004505040603713087	11724180	63
chr1	MAD2L2	0.0034392557257795784	11734536	79
chr1	DRAXIN	0.0033753609216107	11751785	171
chr1	AGTRAP	0.002077221183933049	11796140	108
chr1	C1orf167	0.012872996558019894	11821843	179
chr1	MTHFR	0.006447364752764561	11845779	107
chr1	CLCN6	0.0055820182295518855	11866206	260
chr1	NPPA	0.005731282318052395	11905765	51
chr1	NPPB	0.005027193337129636	11917520	233
chr1	KIAA2013	0.003722201151365364	11979647	286
chr1	PLOD1	0.004316057201224128	11994261	207
chr1	MFN2	0.005564062216831536	12040237	164
chr1	MIIP	0.004753786828347109	12079522	90
chr1	TNFRSF8	0.005647998331188941	12123433	405
chr1	TNFRSF1B	0.003047832382421421	12227059	284
chr1	VPS13D	0.00472326195380059	12290123	1156
chr1	DHRS3	0.0033581931798591967	12627938	519
chr1	AADACL4	0.009578255753032398	12704565	256
chr1	AADACL3	0.0046596747083772145	12776117	169
chr1	C1orf158	0.0036525096818399955	12806162	134
chr1	PRAMEF12	0.00344116493152125	12834983	49
chr1	PRAMEF1	0.0017884311992435572	12851545	241
chr1	PRAMEF11	0.00110637424393508	12884467	47
chr1	HNRNPCL1	0.0002519035118177548	12907260	84
chr1	PRAMEF2	0.001539351767729456	12916940	67
chr1	PRAMEF4	0.0074771703747036795	12939044	6
chr1	PRAMEF6	0.0028998590888008515	12998180	17
chr1	PRAMEF26	0.0013411822118535152	13216355	79
chr1	PRAMEF18	3.529421027652628e-07	13474688	4
chr1	PRAMEF16	0.0005905584812564347	13495253	1
chr1	PRAMEF19	0.000125144040166751	13694888	3
chr1	PRAMEF20	0.013646409980467759	13736906	1
chr1	LRRC38	0.004372544548596973	13801444	598
chr1	PDPN	0.004437446891542469	13909959	650
chr1	PRDM2	0.003682392544747495	14026692	3386
chr1	KAZN	0.0031298118016326085	14925199	4965
chr1	TMEM51	0.0038987201023726716	15479027	686
chr1	C1orf195	0.0027495510042025335	15490839	38
chr1	FHAD1	0.004234939159734012	15573767	841
chr1	EFHD2	0.0030846803746466147	15736390	138
chr1	CTRC	0.00519391034692965	15764934	74
chr1	CELA2A	0.003829104998874412	15783222	77
chr1	CELA2B	0.002456094238257475	15792403	134
chr1	CASP9	0.0028084185967780094	15817326	216
chr1	DNAJC16	0.0038566612945184035	15853307	368
chr1	AGMAT	0.0029178300674091028	15898847	89
chr1	DDI2	0.005872087028403703	15943994	288
chr1	RSC1A1	0.0027508953931434134	15986363	5
chr1	PLEKHM2	0.005207931678368868	16010826	291
chr1	SLC25A34	0.0017474481872208412	16062899	16
chr1	TMEM82	0.004352719214542396	16068916	59
chr1	FBLIM1	0.0036473642960873753	16083101	393
chr1	SPEN	0.005250135485536308	16174358	569
chr1	ZBTB17	0.006486093058827265	16268363	207
chr1	C1orf64	0.004635572735168911	16330730	175
chr1	HSPB7	0.002736577176358625	16340522	75
chr1	CLCNKA	0.004087728921785963	16345369	178
chr1	CLCNKB	0.0029301225609897424	16370271	243
chr1	FAM131C	0.0030156480905952684	16384263	253
chr1	EPHA2	0.005248081778122849	16450831	343
chr1	ARHGEF19	0.0035782630209387693	16524348	259
chr1	C1orf134	0.0025162988224719787	16555367	39
chr1	RSG1	0.006518665691276203	16558194	35
chr1	FBXO42	0.004607439120804882	16573333	413
chr1	SZRD1	0.0029583944972626642	16679069	157
chr1	SPATA21	0.004130807522861047	16713611	241
chr1	NECAP2	0.0029191735873296903	16767166	306
chr1	AL355149.2	0.0021275202700287497	16865560	162
chr1	NBPF1	0.01948106704917396	16888813	7
chr1	AL137798.1	0.0036870930908758626	16999497	8
chr1	AL021920.2	0.00859416825378294	17060446	3
chr1	CROCC	0.004515989732466861	17066767	196
chr1	MFAP2	0.0030193445308640495	17300996	39
chr1	ATP13A2	0.0035418849180609154	17312452	103
chr1	SDHB	0.0025162536788710444	17345216	213
chr1	PADI2	0.0040761382929617885	17393255	608
chr1	PADI1	0.0034439141403597535	17531620	522
chr1	PADI3	0.0033022598146037235	17575592	343
chr1	PADI4	0.003916579362811152	17634689	478
chr1	AC004824.2	0.0026796457909034066	17655506	186
chr1	RCC2	0.0035401010906081585	17733255	623
chr1	ARHGEF10L	0.00453193621180601	17866329	968
chr1	ACTL8	0.0035256884986850086	18081807	1187
chr1	IGSF21	0.002973126134929117	18434239	2388
chr1	KLHDC7A	0.0051714097497108655	18807423	804
chr1	PAX7	0.004567460403197785	18957499	1238
chr1	TAS1R2	0.0030262789835947494	19166092	442
chr1	RP13-279N23.2	0.0026713101241111984	19175766	187
chr1	ALDH4A1	0.002650617255542819	19197925	215
chr1	IFFO2	0.003164388150440409	19230774	731
chr1	UBR4	0.002921019398370909	19400999	823
chr1	EMC1	0.0014745157568470967	19542157	178
chr1	MRTO4	0.0013125020805569404	19578032	139
chr1	AKR7A3	0.0025390748894854134	19609051	170
chr1	AKR7A2	0.003399939303469252	19630458	68
chr1	PQLC2	0.002109009205040089	19638819	166
chr1	CAPZB	0.004539431836639757	19665266	1230
chr1	MINOS1-NBL1	0.0037486143392876947	19923472	386
chr1	MINOS1	0.002895304954487752	19923476	121
chr1	NBL1	0.003884897934659641	19967047	124
chr1	HTR6	0.0043805918601338605	19991779	93
chr1	TMCO4	0.0031665743272370887	20008705	578
chr1	RNF186	0.003060798143691801	20140522	263
chr1	OTUD3	0.0032840437178480414	20209005	324
chr1	PLA2G2E	0.0057700918368482675	20246501	195
chr1	PLA2G2A	0.003790119856077315	20301924	292
chr1	PLA2G5	0.002476145403638213	20354671	462
chr1	PLA2G2D	0.0015665578806404088	20438431	121
chr1	PLA2G2F	0.00416339564728971	20465818	98
chr1	PLA2G2C	0.00310588940696907	20487745	108
chr1	UBXN10	0.004696568868683029	20512577	240
chr1	VWA5B1	0.003500809864690687	20617411	926
chr1	CAMK2N1	0.0066813068040024815	20808883	281
chr1	MUL1	0.005375549730578459	20825942	166
chr1	FAM43B	0.0031957658328950686	20878931	267
chr1	CDA	0.002690411362787275	20915440	412
chr1	PINK1	0.003162682807934425	20959947	145
chr1	DDOST	0.002748265290311143	20978269	56
chr1	KIF17	0.003776258560097864	20990506	305
chr1	SH2D5	0.004003785380168053	21046224	78
chr1	HP1BP3	0.0026496025634206127	21069153	220
chr1	EIF4G3	0.003490061463556009	21132962	1406
chr1	ECE1	0.0035119264431955357	21543739	921
chr1	NBPF3	0.0032321746274515954	21766620	630
chr1	ALPL	0.0031274026197058297	21835857	579
chr1	RAP1GAP	0.003098242427436569	21922707	501
chr1	USP48	0.004038678817693957	22004790	672
chr1	LDLRAD2	0.004185378844853114	22138757	139
chr1	HSPG2	0.0037851986762424033	22148737	718
chr1	CELA3B	0.0036788663026082664	22303513	452
chr1	CELA3A	0.002833961928462591	22328148	217
chr1	CDC42	0.003616544321844628	22379119	413
chr1	WNT4	0.003346485401385256	22443797	1230
chr1	ZBTB40	0.00842248210881142	22778343	1107
chr1	EPHA8	0.003927197609636525	22890056	423
chr1	C1QA	0.003254154100245455	22962998	95
chr1	C1QC	0.0030695855467840353	22970122	55
chr1	C1QB	0.003048684799303277	22979254	159
chr1	EPHB2	0.004877820025384846	23037331	935
chr1	LACTBL1	0.00444651256805468	23279535	244
chr1	C1orf234	0.00378011141667529	23337326	92
chr1	KDM1A	0.005524681435610411	23345940	152
chr1	LUZP1	0.005599904443620587	23410515	341
chr1	HTR1D	0.003176828832314143	23516992	305
chr1	HNRNPR	0.0047569630415970066	23630263	293
chr1	ZNF436	0.0031222533428119656	23685940	76
chr1	C1orf213	0.0026929204279338304	23695489	21
chr1	TCEA3	0.007829565679587565	23707553	200
chr1	ASAP3	0.006800033575640694	23755055	312
chr1	E2F2	0.005587357559392743	23832921	207
chr1	ID3	0.004975778809198536	23884408	102
chr1	MDS2	0.005441512015278029	23907984	368
chr1	RPL11	0.004478237797613864	24018268	197
chr1	TCEB3	0.00642518309803757	24069644	114
chr1	PITHD1	0.006095867675917595	24104894	43
chr1	LYPLA2	0.015592279249932454	24117459	10
chr1	GALE	0.003959710241043202	24122088	6
chr1	HMGCL	0.0059790218485885945	24128374	101
chr1	FUCA1	0.003735159840790324	24171566	102
chr1	CNR2	0.004186660436242492	24197015	321
chr1	PNRC2	0.006919053831741938	24285598	6
chr1	SRSF10	0.0031368895844120343	24291293	26
chr1	MYOM3	0.0035198410663335403	24382524	414
chr1	IL22RA1	0.004537162547060403	24446260	161
chr1	IFNLR1	0.004425384050641748	24480646	534
chr1	GRHL3	0.0022548459068433596	24645811	462
chr1	STPG1	0.002464294018947206	24683488	247
chr1	NIPAL3	0.0035789382380310183	24742283	313
chr1	RCAN3	0.002793669234404214	24829386	275
chr1	NCMAP	0.002575782252791012	24882601	461
chr1	SRRM1	0.003998680494419929	24958206	289
chr1	CLIC4	0.005632705576670888	25071847	548
chr1	RUNX3	0.005027516996038175	25226001	1190
chr1	SYF2	0.006678043956945318	25549169	626
chr1	C1orf63	0.022171794289129253	25568727	99
chr1	RHD	0.006034977584044894	25598883	77
chr1	TMEM50A	0.010440095305893482	25664407	75
chr1	RHCE	0.004898010081972535	25688739	195
chr1	TMEM57	0.005172777708426906	25757387	247
chr1	LDLRAP1	0.006106102447145005	25870070	242
chr1	MAN1C1	0.009450288915211517	25943958	632
chr1	SEPN1	0.0056931384606202584	26126666	81
chr1	RP1-317E23.6	0.005350382571074919	26137960	32
chr1	AL020996.1	0.0034859332587648677	26145211	8
chr1	MTFR1L	0.011963987911384106	26145130	37
chr1	AUNIP	0.011597375233295485	26158413	109
chr1	PAQR7	0.005534018693196111	26187700	43
chr1	STMN1	0.006558576335214931	26210671	129
chr1	PAFAH2	0.004746634489152825	26286257	303
chr1	EXTL1	0.006271659744877208	26346374	85
chr1	SLC30A2	0.006790578868481441	26363742	41
chr1	TRIM63	0.004753694119637556	26377794	173
chr1	PDIK1L	0.004156269309316782	26437663	199
chr1	FAM110D	0.00579635046319029	26485510	98
chr1	ZNF593	0.0025016452765288743	26496361	42
chr1	CNKSR1	0.005697180903483953	26503893	60
chr1	CATSPER4	0.004089720913293115	26517051	154
chr1	CEP85	0.004698544272093129	26560690	310
chr1	SH3BGRL3	0.006520222263761117	26605666	8
chr1	UBXN11	0.004808246977072843	26607818	195
chr1	CD52	0.005113974139541514	26644447	21
chr1	AIM1L	0.005196697080266384	26648349	178
chr1	ZNF683	0.004343736139085386	26688124	200
chr1	LIN28A	0.0043779539585987745	26737268	194
chr1	DHDDS	0.006228566283818408	26758772	130
chr1	HMGN2	0.008218129311648392	26798940	115
chr1	RPS6KA1	0.006323581358401995	26856251	421
chr1	ARID1A	0.004685083488344506	27022523	357
chr1	PIGV	0.009307774404774951	27113962	55
chr1	ZDHHC18	0.006412226593132933	27153200	137
chr1	SFN	0.003418612745392512	27189632	26
chr1	GPN2	0.004474026179733432	27202623	52
chr1	GPATCH3	0.009250072626092586	27216978	25
chr1	NUDC	0.005431056399385098	27226728	131
chr1	NR0B2	0.0014938229066852797	27237979	9
chr1	C1orf172	0.0069876386718916985	27276052	66
chr1	TRNP1	0.0039010041904074494	27320197	63
chr1	FAM46B	0.015219308187553838	27331510	198
chr1	SLC9A1	0.004560996238703128	27425305	441
chr1	WDTC1	0.004928153547265889	27561006	329
chr1	TMEM222	0.002684935933293446	27648650	80
chr1	SYTL1	0.004704688044264299	27668512	62
chr1	MAP3K6	0.00631662345106913	27681674	52
chr1	FCN3	0.006351434158325657	27695602	30
chr1	CD164L2	0.0031210399377790076	27705665	22
chr1	GPR3	0.005196176379429926	27719147	28
chr1	WASF2	0.0038707460262186752	27730729	324
chr1	AHDC1	0.004848402577595938	27860545	227
chr1	FGR	0.0083601161704982	27938574	131
chr1	IFI6	0.011301864857500808	27992571	173
chr1	FAM76A	0.005535438427693258	28052489	231
chr1	STX12	0.004972834823120321	28099693	144
chr1	PPP1R8	0.0035493204386299903	28157288	99
chr1	THEMIS2	0.006416564905059563	28199054	117
chr1	RPA2	0.004167361390970032	28218034	191
chr1	SMPDL3B	0.005997464064358329	28261503	208
chr1	XKR8	0.0031021096309306094	28285972	43
chr1	EYA3	0.005186988860241667	28296854	715
chr1	PTAFR	0.006871422329045987	28473676	251
chr1	DNAJC8	0.00866771252588191	28525966	182
chr1	AL353354.2	0.03379800718517131	28527069	1
chr1	ATPIF1	0.003936370545530254	28562619	112
chr1	SESN2	0.00589543923029167	28586037	238
chr1	MED18	0.007635629806147981	28655512	179
chr1	PHACTR4	0.005649503341601928	28696113	761
chr1	RCC1	0.00545864974509355	28832454	202
chr1	TRNAU1AP	0.004487535796658443	28879596	126
chr1	TAF12	0.006350405374488842	28915834	204
chr1	RAB42	0.005313113841778817	28918711	13
chr1	GMEB1	0.004467022533020957	28995243	233
chr1	YTHDF2	0.004399596668485273	29063132	240
chr1	OPRD1	0.0034503351385266304	29138653	419
chr1	EPB41	0.004591450660194231	29213602	883
chr1	TMEM200B	0.006906870260706053	29445939	81
chr1	SRSF4	0.005834133900509326	29474254	204
chr1	MECR	0.004929210801463569	29519384	199
chr1	PTPRU	0.0037622180175347006	29563027	3733
chr1	MATN1	0.003138327745085499	31184123	4236
chr1	LAPTM5	0.0029045231172483248	31205315	314
chr1	SDC3	0.003417040237435538	31342313	560
chr1	PUM1	0.0033682349925129858	31404352	987
chr1	NKAIN1	0.004560090526977886	31652591	698
chr1	SNRNP40	0.00600375172499918	31732416	218
chr1	ZCCHC17	0.006274718075517422	31769841	255
chr1	FABP3	0.004842619018895495	31838471	133
chr1	SERINC2	0.0049788507801513514	31882411	611
chr1	AC114494.1	0.015808954214332836	31902191	4
chr1	TINAGL1	0.0036107923002304896	32042115	519
chr1	HCRTR1	0.0024125218669497116	32083286	102
chr1	PEF1	0.004681775315247896	32095462	53
chr1	COL16A1	0.0036873553026859724	32117847	262
chr1	BAI2	0.0025287259598560886	32192717	238
chr1	SPOCD1	0.0038441158531342143	32256022	363
chr1	PTP4A2	0.003695063046813049	32372021	407
chr1	AL136115.1	0.0015759109316058346	32379173	3
chr1	KHDRBS1	0.00539760620254372	32479429	237
chr1	TMEM39B	0.0031319080970334573	32537631	116
chr1	KPNA6	0.005231794804222582	32573638	211
chr1	TXLNA	0.007226887464091671	32645286	79
chr1	CCDC28B	0.0066714011584767694	32665986	17
chr1	IQCC	0.0035797314179535477	32671235	12
chr1	DCDC2B	0.00633036355444642	32674694	23
chr1	TMEM234	0.003840510487947274	32680072	26
chr1	EIF3I	0.005369157825634683	32687528	53
chr1	FAM167B	0.002420767655075706	32712833	43
chr1	LCK	0.005606940302107018	32716839	110
chr1	HDAC1	0.005220713631229366	32757686	100
chr1	MARCKSL1	0.007448114911945216	32799432	18
chr1	TSSK3	0.006822707120445672	32817121	36
chr1	FAM229A	0.01600716564928544	32826870	3
chr1	BSDC1	0.007833440109572154	32830703	150
chr1	RP1-27O5.3	0.004299955804437074	32930657	283
chr1	ZBTB8B	0.005555798567417993	32930669	70
chr1	ZBTB8A	0.0031196932115515816	33005027	242
chr1	ZBTB8OS	0.0035451819237415478	33065772	229
chr1	RBBP4	0.003954927131256417	33116742	149
chr1	SYNC	0.004760173183382844	33145506	178
chr1	KIAA1522	0.004840105715627052	33207485	190
chr1	YARS	0.003590158338306654	33240839	142
chr1	S100PBP	0.004573700323102571	33282367	170
chr1	FNDC5	0.0067023019427550805	33327868	58
chr1	HPCA	0.0021276691554873834	33351594	56
chr1	TMEM54	0.005549305648088254	33360194	78
chr1	RNF19B	0.003557535673750464	33402045	201
chr1	FKSG48	0.0032957828293018387	33439267	89
chr1	AK2	0.004259256673974654	33473584	318
chr1	ADC	0.006782543488053204	33546704	175
chr1	TRIM62	0.0041631118735888486	33611002	365
chr1	ZNF362	0.004478885549559654	33722145	300
chr1	A3GALT2	0.007630579469710004	33772366	80
chr1	PHC2	0.004191678502584188	33789223	650
chr1	ZSCAN20	0.004911381156463436	33938245	202
chr1	CSMD2	0.004267041463926805	33979608	2975
chr1	HMGB4	0.005800906525142306	34326075	17
chr1	C1orf94	0.0036144121928845243	34632483	1645
chr1	SMIM12	0.002976907462487277	35178337	2044
chr1	GJB5	0.003294034103817886	35220647	20
chr1	GJB4	0.006544816591285695	35225341	33
chr1	GJB3	0.00040461000572392336	35246789	20
chr1	GJA4	0.0010266384283449826	35258598	15
chr1	DLGAP3	0.004506585940639173	35331036	244
chr1	ZMYM6	0.0034626208526539214	35447133	243
chr1	ZMYM6NB	0.002918179665826763	35447135	12
chr1	ZMYM1	0.0037989719767192493	35525386	284
chr1	SFPQ	0.0064699190761483795	35641978	349
chr1	ZMYM4	0.01712888462065611	35734567	581
chr1	KIAA0319L	0.016141197375156267	35899090	370
chr1	NCDN	0.02198669964866771	36023073	31
chr1	TFAP2E	0.021796153311129975	36038970	72
chr1	PSMB2	0.015453421389834727	36067184	221
chr1	C1orf216	0.004889537172681216	36179475	131
chr1	CLSPN	0.0032002203175063265	36185818	171
chr1	AGO4	0.0033777926478811855	36273772	183
chr1	AGO1	0.003538677667595832	36335408	174
chr1	AGO3	0.0037657228827628546	36396318	308
chr1	TEKT2	0.0035659835464316083	36549675	25
chr1	ADPRHL2	0.009048569788849303	36554475	15
chr1	COL8A2	0.004251839152848777	36560836	127
chr1	TRAPPC3	0.003923105699213436	36602172	71
chr1	MAP7D1	0.0030608404824494814	36621179	136
chr1	THRAP3	0.0036037381979632504	36690016	263
chr1	SH3D21	0.0025607291373360855	36771987	42
chr1	EVA1B	0.002759223825375002	36787631	3
chr1	RP11-268J15.5	0.0026305547246716302	36789334	41
chr1	STK40	0.003601496697564916	36805224	130
chr1	LSM10	0.003742964558114511	36856838	134
chr1	OSCP1	0.0026625198455730572	36881427	304
chr1	MRPS15	0.003201546200121529	36921318	68
chr1	CSF3R	0.0037631316399870853	36931643	764
chr1	GRIK3	0.0034620943021304354	37261127	2483
chr1	ZC3H12A	0.0028142130748772267	37940152	1284
chr1	MEAF6	0.003193578428428821	37958175	179
chr1	SNIP1	0.0027003079854426995	38000049	121
chr1	DNALI1	0.004425865914781462	38022519	51
chr1	GNL2	0.005433696760922459	38032416	148
chr1	RSPO1	0.0052967630207614875	38076950	260
chr1	C1orf109	0.012135184019194922	38147241	172
chr1	CDCA8	0.01121298867180175	38158089	102
chr1	EPHA10	0.008694434901784549	38179551	396
chr1	MANEAL	0.005400697089841751	38259473	93
chr1	YRDC	0.014521960038775343	38268615	14
chr1	C1orf122	0.0030985828773139068	38272650	5
chr1	MTF1	0.0047633723382143455	38275238	155
chr1	AL929472.1	0.005529422092641304	38292231	6
chr1	INPP5B	0.006074843270643735	38326368	417
chr1	SF3A3	0.005500846833830444	38422646	222
chr1	FHL3	0.003172019112312231	38462441	53
chr1	UTP11L	0.006052145431144551	38474929	94
chr1	POU3F1	0.0036082527678313672	38509522	1750
chr1	RRAGC	0.005636390787656052	39303869	1657
chr1	MYCBP	0.0070349633807520314	39328635	11
chr1	GJA9	0.0028434078724775664	39330174	83
chr1	RHBDL2	0.004291767590485589	39351478	440
chr1	AKIRIN1	0.006044525865926453	39456894	267
chr1	NDUFS5	0.0032549736108284846	39491989	259
chr1	MACF1	0.006832319336328352	39546987	1639
chr1	KIAA0754	0.0079473552308201	39876150	26
chr1	BMP8A	0.005746918967554885	39957317	270
chr1	PABPC4	0.0033191334849351716	40026487	256
chr1	HEYL	0.005593110556421632	40089824	238
chr1	NT5C1A	0.003279376635496714	40124792	103
chr1	HPCAL4	0.0031180116476283493	40144319	115
chr1	PPIE	0.0051134066424788505	40157853	305
chr1	BMP8B	0.005550073228079099	40222853	351
chr1	OXCT2	0.01390803963004633	40235194	3
chr1	TRIT1	0.005772741081554631	40306722	388
chr1	MYCL	0.004791475447188027	40361097	176
chr1	MFSD2A	0.004322149568539909	40420801	277
chr1	CAP1	0.0057402138982429185	40505904	385
chr1	PPT1	0.0028174826715547476	40538378	304
chr1	RLF	0.003232819595994785	40627044	486
chr1	TMCO2	0.0020059310407988685	40711618	57
chr1	ZMPSTE24	0.003159455619141341	40723778	139
chr1	COL9A2	0.0020049467565177916	40766158	179
chr1	SMAP2	0.00445882868312203	40810521	434
chr1	ZFP69B	0.005666963972589527	40915773	214
